X,Y,ele
425694.04334656,4503844.9589821,938.86
425724.748631745,4503837.53329245,938.3
425755.49064758,4503832.35925459,938.21
425786.177498216,4503828.7491739,937.97
425816.540191976,4503826.01716781,937.39
425846.416022625,4503823.47624408,937.18
425875.924039935,4503820.27843113,936.99
425905.128856955,4503815.79964552,936.88
425934.07644918,4503809.67649086,936.58
425962.633372564,4503802.02198842,936.31
425990.648449674,4503793.30287676,936
426018.293870667,4503784.44798479,936.28
426046.114452683,4503776.10323846,936.19
426074.276528833,4503768.61127889,935.94
426102.731983067,4503762.1214835,935.7
426131.49645685,4503756.78258377,935.46
426160.391751774,4503752.48468329,935.32
426189.369091014,4503749.31201868,935.11
426218.58069565,4503746.90016631,935.36
426247.939905445,4503745.08251016,935.26
426277.289203462,4503743.69311403,935.07
426306.819739634,4503742.72076684,934.91
426336.609994989,4503742.22053339,934.36
426366.384071422,4503742.23236456,933.75
426396.170574587,4503742.78389711,933.33
426426.173802695,4503743.76144718,933.29
426456.458532693,4503745.26673278,932.91
426486.785654979,4503747.47892819,932.44
426516.95849073,4503749.85094926,931.67
426547.182632824,4503752.39938933,931.54
426577.407303312,4503755.00378777,931.11
426607.575196052,4503757.59955549,930.5
426637.842784774,4503760.25029049,929.88
426668.047599486,4503763.00413604,929.6
426698.210358141,4503765.80503469,929.36
426728.414763508,4503768.52190499,928.51
426758.420807224,4503771.2408426,928.21
426788.405397999,4503773.94151716,927.91
426818.389597345,4503776.60508133,927.3
426848.239554312,4503779.30732298,926.91
426877.997591797,4503782.02918423,926.87
426907.713381287,4503784.77950048,927.02
426937.266043467,4503787.51293353,926.84
426966.693748468,4503790.50825584,926.85
426996.083401898,4503793.96003307,926.98
427025.21726298,4503798.05650016,926.93
427054.0768494,4503802.36047694,926.8
427082.97437424,4503806.92475819,926.9
427111.996116985,4503811.87874146,926.38
427140.965438815,4503817.2706988,925.95
427170.014272709,4503822.82947822,925.47
427199.368274672,4503828.45052312,924.93
427228.944514822,4503833.62285516,924.3
427258.69612584,4503837.90027472,923.97
427288.476352022,4503840.76314557,923.37
427318.048835649,4503841.94391293,922.86
427347.269548575,4503841.20205789,922.52
427376.202909684,4503838.60206883,922.51
427404.723712308,4503834.37782266,922.52
427432.572268953,4503828.77375594,922.52
427459.446100213,4503822.00686544,922.47
427485.371634926,4503813.88146165,922.49
427510.485293472,4503804.58231036,922.15
427534.945274539,4503794.34979684,921.97
427559.116280352,4503783.53394298,921.83
427583.186182944,4503772.51445332,921.49
427607.359586274,4503761.9313702,920.9
427631.7410039,4503752.33270464,920.44
427656.438933984,4503743.95001293,919.93
427681.390700746,4503736.89559003,919.48
427706.569504138,4503731.32787426,919.23
427732.066321643,4503727.13432271,918.79
427757.75445869,4503724.39993199,918.43
427783.500580927,4503723.25624376,918.21
427809.06938031,4503723.54738131,918.01
427834.203689968,4503725.05251092,917.94
427858.691358651,4503727.810901,918.03
427882.475416907,4503731.79519983,918.25
427905.478686776,4503737.08056339,918.68
427927.777792527,4503743.5359971,919.07
427949.612124832,4503751.01026685,919.55
427971.015911499,4503759.38207382,920.35
427991.762754424,4503768.68154069,920.92
428012.102367748,4503779.09232594,921.36
428032.230727379,4503790.37059074,922.93
428051.958526288,4503801.98778998,923.3
428071.318386517,4503813.65511932,923.77
428090.416738754,4503825.39017387,924.39
428109.20156416,4503836.9422046,924.65
428127.830601236,4503848.50509241,924.82
428146.452309861,4503860.04949052,925.13
428165.110276163,4503871.68663679,925.46
428184.087737428,4503883.40447845,925.69
428203.52697671,4503895.26679747,925.78
428223.659041201,4503906.99219357,925.76
428244.785263613,4503918.24277141,925.75
428266.768545201,4503928.75932117,925.52
428289.400331162,4503938.21818894,925.11
428312.581210143,4503946.59241992,924.66
428336.32552417,4503953.90048722,923.94
428360.831253668,4503960.10327422,923.61
428386.103873828,4503965.03323559,922.93
428411.890907951,4503968.95335545,921.85
428437.955059831,4503972.22883564,920.95
428464.271390359,4503975.21351499,920
428490.827360518,4503978.07501718,919.2
428517.347176062,4503980.86251484,918.47
428543.76116218,4503983.69765157,917.87
428570.083059341,4503986.5337786,917.38
428596.106991699,4503989.32632556,917.05
428622.01597346,4503991.952579,917.18
428647.860917129,4503994.55161728,917.07
428673.670863609,4503997.19760776,916.67
428699.481512827,4503999.91812772,916.51
428725.576170386,4504002.71044712,916.48
428751.657982462,4504005.64256068,916.18
428777.63505108,4504008.73395574,916.19
428803.54562764,4504012.28204112,916.24
428829.449772056,4504016.63982451,916.07
428855.257888505,4504022.06871713,916
428880.707807286,4504028.56192529,916.22
428905.641111737,4504035.85110546,916.27
428930.006428463,4504043.75064886,916.36
428954.086014983,4504052.14616815,916.82
428978.085090733,4504061.0171028,917.29
429001.923418788,4504070.12228328,917.52
429025.627463912,4504079.26604586,917.8
429049.204493662,4504088.46691491,918.02
429072.723916302,4504097.57536585,918.26
429096.186346278,4504106.65652498,918.47
429119.245968302,4504115.84394668,918.61
429141.782819989,4504125.18530947,918.59
429163.763084835,4504134.84843106,918.38
429185.180923116,4504144.96362758,918.29
429206.356298718,4504155.65812041,917.68
429227.551724398,4504166.97593216,917.47
429248.765502071,4504178.74027614,917.2
429270.023479777,4504190.69035336,916.8
429291.512549418,4504202.3684449,916.09
429313.193320764,4504213.35618919,915.37
429335.232239349,4504223.27979213,914.64
429357.634704092,4504231.96241386,914.04
429380.088837468,4504239.37910339,913.35
429402.367101675,4504245.43898264,912.57
429424.371594084,4504250.27323492,912.01
429446.190145641,4504254.17879974,911.53
429467.889870137,4504257.5086328,910.98
429489.581167573,4504260.69904051,910.56
429511.501034921,4504264.09204251,910.25
429533.806710042,4504267.83505343,910.02
429556.447713266,4504271.83550257,909.67
429579.233258476,4504276.14170645,909.07
429602.011493575,4504281.1738552,908.56
429624.597723278,4504286.87786945,907.96
429646.919095082,4504293.04042246,907.34
429669.008023245,4504299.34481155,906.96
429690.876731381,4504305.58621801,906.38
429712.43182857,4504311.62594454,905.42
429733.791247446,4504317.20231995,904.71
429755.207162371,4504322.01519236,904.26
429776.996808472,4504325.90338804,903.97
429799.066698009,4504328.71890072,903.34
429821.091579411,4504330.52063644,902.93
429842.708291984,4504331.10731413,902.07
429863.45622901,4504330.45537167,901.38
429883.578571361,4504328.81373303,901.3
429903.776689263,4504326.194401,901.05
429924.297617759,4504322.50197012,900.76
429945.347006339,4504317.76243462,900.24
429966.918063989,4504312.00378358,899.65
429988.966726635,4504305.05892659,899.03
430011.278313405,4504296.69727058,898.6
430033.787617814,4504286.76124732,897.75
430056.164921439,4504275.58895245,896.87
430078.38611571,4504263.62725886,895.71
430100.688684365,4504251.27403921,894.8
430123.520876126,4504238.7391134,894.18
430146.991721843,4504226.31922527,892.96
430171.232497291,4504214.41325565,891.8
430196.196834867,4504203.36594973,890.72
430221.80805962,4504193.30830007,889.72
430247.912948336,4504184.52091055,888.97
430274.277426048,4504176.96877162,888.07
430300.532980811,4504170.63671614,887.24
430326.658879636,4504165.58078874,886.21
430352.626347433,4504161.75472013,885.39
430378.33524047,4504159.05708036,885.62
430403.663666897,4504157.33084584,885.55
430428.583893245,4504156.64139361,885.64
430452.91104933,4504156.91600406,885.61
430476.248501342,4504158.1583955,885.45
430498.424760419,4504160.21196717,885.65
430519.857801005,4504163.08211209,886.32
430541.04971843,4504166.68037785,887.16
430562.348423755,4504171.09655072,887.89
430583.818883737,4504176.46031123,888.75
430605.502446674,4504182.65030145,889.65
430627.36877242,4504189.45278102,890.64
430649.266352883,4504196.57141345,891.77
430670.767251088,4504203.69380185,892.72
430691.58046494,4504210.75754855,893.8
430712.032162183,4504217.79680562,895.38
430732.243955762,4504224.94071162,896.94
430752.334436914,4504231.99275047,898.1
430772.444309325,4504238.84925388,899.57
430792.47423129,4504245.49253067,900.35
430812.36920291,4504252.09990593,901.08
430832.421603331,4504258.88266958,902.04
430852.829925916,4504265.85758066,902.82
430873.707049531,4504272.9770539,903.63
430895.037510743,4504280.10168044,904.43
430916.848350913,4504287.09162262,905.29
430939.253640128,4504293.26655783,905.86
430962.279917155,4504298.43082556,906.74
430985.89823496,4504302.51956842,907.61
431010.107409328,4504305.40252745,908.59
431034.978097723,4504307.06045747,909.74
431060.310522402,4504307.33701298,910.71
431086.051676108,4504305.86050301,911.52
431112.131698897,4504302.73392475,912.46
431138.410929169,4504298.17260252,913.12
431164.624131581,4504292.59772261,913.62
431190.731399814,4504286.28881184,914.27
431216.496845624,4504279.77843787,914.7
431241.939801704,4504273.62474419,914.94
431267.114490242,4504268.32969997,914.95
431292.12853819,4504264.0411771,915.21
431317.020593974,4504261.11242003,915.3
431341.803790519,4504259.43163619,915.28
431366.493145998,4504259.09174895,915.57
431390.856707724,4504260.29029692,915.48
431414.929195866,4504262.9525206,915.74
431438.808812465,4504266.97514368,915.73
431462.678227703,4504272.19831562,915.92
431486.875776028,4504278.44209054,916.16
431511.498101946,4504285.43574809,916.49
431536.398762727,4504292.65954011,916.67
431561.286146229,4504299.98590353,916.32
431585.925325269,4504307.28671588,916.41
431610.372537826,4504314.5149306,916.29
431634.54764965,4504321.42936069,916.29
431658.503468039,4504327.61078186,916.25
431682.457166901,4504332.79665415,916.4
431706.370783371,4504336.70815866,916.52
431730.322571913,4504339.38181007,916.61
431754.525103209,4504340.8249584,916.74
431778.771047716,4504340.82549737,916.82
431802.998878012,4504339.62591552,917.16
431827.077807741,4504337.63684612,917.01
431850.777091158,4504335.18607756,916.91
431874.085225039,4504332.56218293,917.11
431896.975243254,4504329.91427624,916.98
431919.602612896,4504327.20371625,916.96
431942.28521314,4504324.3345238,917.07
431965.272305572,4504321.45331937,917.27
431988.599372411,4504318.56906162,917.41
432012.231272888,4504315.71000672,917.82
432036.161002678,4504312.8855247,918.08
432060.258089379,4504309.77112921,918.34
432084.208859224,4504306.1463631,918.3
432107.97006506,4504301.92788231,918.52
432131.500220957,4504297.22772257,918.71
432154.635761004,4504291.97294104,918.24
432177.404504131,4504286.10745094,918.31
432199.925678067,4504279.499874,918.14
432222.398442706,4504272.24144259,918.09
432245.087512629,4504264.61822297,918
432268.171726869,4504256.82397124,917.84
432291.417623654,4504248.8887399,917.89
432314.817173934,4504240.71024851,918.12
432338.436263908,4504232.52052873,918.1
432362.245705345,4504224.22678524,918.33
432386.008035612,4504215.42178355,918.23
432409.069117141,4504205.83229846,918.31
432431.187120197,4504195.3488769,918.54
432452.532031006,4504183.96995328,918.68
432473.328311542,4504171.4515578,919.2
432493.575884216,4504157.78437267,920.01
432513.193383216,4504143.3692616,920.6
432532.437586351,4504128.39928298,921.32
432551.608925027,4504113.19739885,922.2
432570.786747427,4504097.92106125,923.41
432589.683188173,4504082.85203951,924.47
432608.205832711,4504067.95395806,925.39
432626.523657984,4504053.1136119,926.66
432644.933123958,4504038.21664155,928.12
432663.399584458,4504023.34713314,929.26
432682.022110663,4504008.49485277,930.53
432701.026936141,4503993.6112588,932.38
432720.72133526,4503978.99129935,933.42
432741.024521341,4503965.10099394,934.16
432761.791033625,4503952.3045473,934.86
432783.162358593,4503940.58207661,935.42
432805.155346338,4503930.23120753,935.9
432827.691325268,4503921.16888563,936.47
432850.812690066,4503913.38545151,936.85
432874.648780111,4503907.08445131,937.11
432898.999999039,4503902.12810586,937.36
432923.651395103,4503898.24851945,937.54
432948.618977408,4503895.65027129,937.89
432973.77549362,4503894.36241055,937.79
432998.711876449,4503894.58404725,937.85
433023.55576999,4503896.33264478,938.35
433048.398823532,4503899.56082753,938.24
433072.998266084,4503904.05679233,938.46
433097.33807862,4503909.61594885,938.51
433121.452569347,4503916.11702454,938.57
433145.480887781,4503923.27961982,938.79
433169.497582692,4503930.73085523,938.92
433193.657145305,4503938.32046006,939.57
433217.745667328,4503945.89216429,940.03
433241.564476702,4503953.4105412,940.47
433265.042000067,4503960.79248245,941.13
433288.26390184,4503968.11166131,942.25
433311.492002391,4503975.33780432,943.28
433334.777308903,4503982.62864857,944.05
433357.977575165,4503989.92031693,944.47
433380.842549962,4503996.95452598,945.17
433403.252012317,4504003.75095668,945.59
