423799.465000,4473947.105000,750.775000
423793.705000,4473946.345000,751.135000
423788.200000,4473945.930000,751.215000
423781.640000,4473945.825000,751.110000
423774.735000,4473945.830000,751.010000
423767.635000,4473946.220000,750.945000
423752.635000,4473947.240000,751.125000
423737.920000,4473948.515000,751.340000
423722.260000,4473950.320000,751.785000
423705.780000,4473952.670000,752.035000
423699.105000,4473953.475000,752.190000
423683.320000,4473956.115000,752.395000
423667.605000,4473959.215000,752.395000
423651.460000,4473962.950000,752.615000
423644.030000,4473963.830000,753.075000
423628.225000,4473968.120000,753.130000
423612.250000,4473973.375000,752.860000
423596.705000,4473978.875000,752.365000
423580.705000,4473985.785000,751.890000
423563.140000,4473993.445000,751.820000
423546.055000,4474000.930000,751.890000
423537.970000,4474004.405000,751.850000
423520.920000,4474012.550000,751.940000
423503.465000,4474020.855000,751.910000
423486.530000,4474028.875000,751.525000
423469.580000,4474037.160000,750.910000
423452.765000,4474045.200000,750.125000
423435.715000,4474053.255000,749.385000
423419.395000,4474061.060000,748.370000
423403.430000,4474068.715000,747.105000
423387.125000,4474076.580000,746.065000
423370.235000,4474084.230000,745.185000
423353.640000,4474091.865000,744.145000
423336.550000,4474099.430000,743.080000
423318.780000,4474106.665000,741.895000
423300.700000,4474113.995000,740.895000
423282.300000,4474121.300000,740.200000
423263.915000,4474128.550000,739.430000
423244.610000,4474135.930000,738.560000
423224.915000,4474143.260000,737.770000
423205.465000,4474150.600000,736.945000
423186.380000,4474157.750000,736.300000
423158.435000,4474167.620000,735.000000
423139.070000,4474174.375000,734.030000
423119.810000,4474181.070000,733.285000
423100.185000,4474187.295000,732.755000
423080.675000,4474193.755000,732.150000
423060.390000,4474200.105000,731.645000
423040.260000,4474206.755000,731.055000
423020.910000,4474214.275000,730.415000
423002.070000,4474222.425000,729.690000
422983.435000,4474230.700000,729.005000
422965.065000,4474238.815000,728.625000
422947.195000,4474247.550000,728.220000
422930.285000,4474256.850000,727.965000
422906.625000,4474272.485000,728.500000
422891.390000,4474284.110000,728.585000
422877.000000,4474296.835000,729.020000
422869.470000,4474302.100000,729.180000
422856.455000,4474315.410000,730.435000
422844.925000,4474330.835000,731.530000
422833.495000,4474346.575000,732.555000
422822.195000,4474362.530000,733.400000
422811.500000,4474378.570000,734.215000
422800.150000,4474394.680000,735.110000
422788.855000,4474410.510000,736.045000
422777.485000,4474425.700000,736.750000
422766.015000,4474440.175000,737.380000
422752.465000,4474453.045000,737.980000
422738.025000,4474465.700000,738.135000
422723.025000,4474477.735000,738.445000
422707.670000,4474488.930000,738.560000
422691.235000,4474497.125000,738.800000
422674.665000,4474503.610000,739.270000
422656.790000,4474508.110000,739.560000
422638.750000,4474512.500000,739.780000
422620.800000,4474516.290000,740.025000
422603.545000,4474519.715000,740.415000
422586.260000,4474523.215000,740.785000
422568.050000,4474526.490000,741.025000
422549.515000,4474529.815000,741.325000
422531.185000,4474532.865000,741.670000
422512.860000,4474535.735000,742.035000
422494.025000,4474538.650000,742.390000
422475.875000,4474541.575000,742.655000
422458.025000,4474544.495000,742.705000
422440.850000,4474547.100000,742.725000
422423.150000,4474549.455000,742.680000
422406.180000,4474549.410000,742.640000
422387.130000,4474548.125000,742.770000
422369.525000,4474545.380000,743.125000
422352.830000,4474541.735000,743.235000
422335.315000,4474536.920000,743.210000
422319.035000,4474531.395000,743.400000
422301.490000,4474524.950000,743.370000
422284.695000,4474516.020000,743.105000
422268.870000,4474506.145000,742.870000
422255.040000,4474493.310000,742.515000
422242.010000,4474477.980000,742.085000
422228.735000,4474463.080000,741.430000
422215.755000,4474447.855000,740.525000
422203.145000,4474431.870000,739.540000
422190.600000,4474415.810000,738.540000
422178.440000,4474399.830000,737.680000
422166.380000,4474384.380000,736.820000
422154.010000,4474369.395000,735.905000
422141.335000,4474354.615000,735.240000
422127.550000,4474341.100000,734.470000
422112.655000,4474329.320000,733.580000
422096.910000,4474318.360000,732.760000
422080.465000,4474308.095000,732.175000
422063.985000,4474298.770000,731.640000
422046.835000,4474289.775000,731.350000
422029.310000,4474281.520000,731.195000
422010.895000,4474273.010000,731.265000
421992.455000,4474264.685000,731.430000
421973.950000,4474256.530000,731.610000
421955.860000,4474247.790000,731.715000
421938.920000,4474239.310000,731.460000
421922.155000,4474229.290000,731.075000
421906.180000,4474218.805000,730.595000
421890.335000,4474207.285000,730.045000
421874.665000,4474195.025000,729.430000
421859.625000,4474181.655000,728.835000
421844.880000,4474168.095000,728.420000
421830.270000,4474154.370000,728.130000
421815.575000,4474140.605000,727.795000
421800.570000,4474126.905000,727.565000
421785.470000,4474112.910000,727.330000
421770.035000,4474099.040000,727.080000
421754.735000,4474085.200000,727.005000
421738.925000,4474071.960000,726.930000
421723.190000,4474059.260000,726.815000
421706.850000,4474046.905000,726.750000
421690.380000,4474034.720000,726.715000
421673.985000,4474022.395000,726.825000
421657.815000,4474010.320000,726.935000
421641.560000,4473998.185000,726.990000
421625.150000,4473985.985000,726.965000
421608.915000,4473973.515000,726.790000
421600.655000,4473967.660000,726.620000
421576.260000,4473949.360000,726.120000
421559.455000,4473937.750000,725.595000
421542.650000,4473926.800000,725.095000
421525.620000,4473917.180000,724.875000
421508.190000,4473907.845000,724.695000
421489.600000,4473899.350000,724.595000
421470.590000,4473894.110000,724.170000
421450.435000,4473890.445000,723.345000
421431.490000,4473887.785000,722.690000
421411.735000,4473886.615000,722.090000
421392.310000,4473886.480000,721.550000
421372.965000,4473887.090000,720.925000
421353.865000,4473888.385000,720.725000
421334.580000,4473889.850000,720.785000
421315.775000,4473891.320000,720.810000
421296.570000,4473893.085000,720.710000
421277.490000,4473894.840000,720.795000
421258.475000,4473896.295000,720.765000
421238.560000,4473898.940000,720.670000
421218.805000,4473901.805000,720.675000
421199.645000,4473905.045000,720.570000
421180.585000,4473908.960000,720.185000
421161.435000,4473913.275000,719.535000
421142.435000,4473918.395000,718.660000
421123.285000,4473924.225000,717.770000
421104.400000,4473930.505000,716.745000
421075.730000,4473940.060000,714.750000
421056.635000,4473947.130000,713.585000
421037.180000,4473954.175000,712.450000
421017.705000,4473961.095000,711.465000
420998.750000,4473967.870000,710.595000
420979.900000,4473974.925000,709.855000
420961.175000,4473982.040000,709.240000
420942.935000,4473989.345000,708.450000
420924.475000,4473996.760000,707.750000
420906.255000,4474004.415000,707.215000
420887.960000,4474012.120000,706.610000
420869.485000,4474020.115000,706.000000
420851.020000,4474028.380000,705.360000
420832.860000,4474037.265000,704.640000
420814.615000,4474046.010000,703.825000
420788.570000,4474059.240000,702.570000
420770.435000,4474068.705000,702.110000
420752.470000,4474078.305000,701.605000
420734.365000,4474088.015000,701.115000
420716.540000,4474097.430000,700.585000
420698.595000,4474106.700000,700.075000
420680.980000,4474115.830000,699.475000
420663.515000,4474124.955000,698.790000
420646.260000,4474134.035000,698.160000
420629.015000,4474143.095000,697.440000
420611.905000,4474152.020000,696.670000
420594.860000,4474160.980000,695.865000
420577.570000,4474170.080000,695.105000
420552.330000,4474183.750000,694.130000
420535.445000,4474192.985000,693.470000
420518.905000,4474202.135000,692.760000
420502.230000,4474211.005000,692.265000
420486.425000,4474219.770000,691.730000
420470.180000,4474228.625000,691.025000
420454.495000,4474236.930000,690.325000
420438.905000,4474244.605000,689.410000
420423.085000,4474251.665000,688.700000
420399.025000,4474259.970000,687.670000
420382.550000,4474265.210000,686.715000
420366.060000,4474269.810000,685.680000
420348.160000,4474274.350000,684.645000
420329.685000,4474278.810000,683.505000
420310.855000,4474283.285000,682.550000
420291.555000,4474287.570000,681.750000
420272.185000,4474291.510000,681.180000
420252.745000,4474294.490000,680.800000
420233.650000,4474296.780000,680.360000
420214.405000,4474298.755000,679.625000
420195.270000,4474300.525000,678.690000
420176.195000,4474301.200000,677.710000
420149.375000,4474301.180000,676.325000
420130.415000,4474300.505000,674.985000
420110.965000,4474298.535000,673.725000
420091.205000,4474294.605000,672.450000
420072.305000,4474289.330000,671.195000
420054.195000,4474283.800000,670.020000
420028.070000,4474275.135000,668.095000
420010.095000,4474268.895000,666.745000
419991.980000,4474262.975000,665.270000
419972.950000,4474257.340000,663.805000
419953.715000,4474251.730000,662.260000
419934.790000,4474246.220000,660.565000
419915.775000,4474240.465000,658.805000
419888.275000,4474232.480000,656.745000
419870.720000,4474227.245000,655.310000
419853.725000,4474223.040000,654.105000
419828.950000,4474219.440000,652.750000
419810.730000,4474216.790000,651.525000
419792.260000,4474214.710000,650.330000
419773.595000,4474213.075000,649.405000
419754.810000,4474211.500000,648.650000
419736.050000,4474210.265000,647.895000
419717.290000,4474208.945000,647.150000
419688.900000,4474207.420000,646.070000
419669.465000,4474206.485000,645.340000
419650.050000,4474205.375000,644.655000
419631.095000,4474204.030000,644.050000
419612.445000,4474202.950000,643.425000
419594.105000,4474201.670000,642.965000
419575.570000,4474199.805000,642.795000
419549.690000,4474195.275000,643.230000
419532.985000,4474191.730000,643.320000
419516.245000,4474187.175000,643.685000
419499.155000,4474181.725000,644.085000
419476.400000,4474171.405000,644.690000
419460.555000,4474163.185000,644.730000
419445.105000,4474154.260000,644.900000
419430.610000,4474144.165000,645.100000
419417.020000,4474134.155000,645.590000
419404.385000,4474123.760000,646.250000
419391.935000,4474111.905000,646.795000
419380.385000,4474098.930000,647.250000
419369.685000,4474085.985000,647.540000
419358.855000,4474072.340000,647.740000
419342.545000,4474051.085000,648.320000
419332.255000,4474037.235000,648.940000
419322.355000,4474024.360000,649.620000
419297.660000,4474004.600000,651.360000
419283.395000,4473995.960000,652.095000
419268.235000,4473990.010000,652.860000
419252.605000,4473987.295000,653.680000
419245.310000,4473984.910000,653.870000
419229.715000,4473982.980000,654.645000
419213.220000,4473982.010000,655.440000
419195.770000,4473981.395000,656.330000
419177.405000,4473981.090000,657.215000
419159.560000,4473981.350000,657.930000
419141.600000,4473982.035000,658.380000
419123.810000,4473983.125000,658.635000
419115.650000,4473983.200000,659.035000
419098.080000,4473984.625000,659.720000
419080.290000,4473986.385000,660.515000
419062.035000,4473988.185000,661.210000
419044.595000,4473989.765000,661.565000
419027.120000,4473991.450000,661.975000
419009.930000,4473992.780000,662.300000
418993.445000,4473993.575000,662.240000
