x,y,z
418810.17,4473945.34,663.5
418794.63,4473936.21,664.41
418779.68,4473927.02,665.34
418765.85,4473917.89,666.73
418751.78,4473907.97,668.2
418737.46,4473897.92,669.64
418722.95,4473887.73,670.84
418708.57,4473877.88,671.69
418694.84,4473867.95,672.48
418681.57,4473858.35,673.23
418668.27,4473848.63,673.99
418655.15,4473838.93,674.64
418642.17,4473829.01,675.12
418628.69,4473818.82,675.55
418615.82,4473808.3,675.86
418603.68,4473797.19,676.13
418592.44,4473785.53,676.1
418581.9,4473773.03,675.93
418571.29,4473759.57,675.97
418560.7,4473746.36,675.51
418550.03,4473732.61,674.47
418538.11,4473719.27,673.67
418523.06,4473709.57,672.79
418506.04,4473704.74,671.87
418488.22,4473701.12,670.83
418470.29,4473698.58,669.63
418452.22,4473696.9,668.17
418434.06,4473696.05,666.7
418416.17,4473695.79,665.35
418399,4473695.68,664.04
418381.44,4473693.93,663.12
418363.87,4473691.11,662.45
418346.31,4473687.53,662.09
418329.09,4473683.74,661.65
418312.16,4473679.99,660.92
418295.67,4473676.72,659.81
418279.25,4473673.7,658.83
418261.19,4473671.43,657.75
418243.24,4473669.74,656.76
418225.85,4473668.24,656.03
418208.56,4473666.79,655.43
418191.85,4473665.09,655.02
418173.4,4473663.11,654.77
418155.33,4473661.04,654.83
418137.24,4473659,655.07
418119.91,4473657.29,655.12
418102.95,4473655.52,655.29
418086.04,4473653.62,655.47
418069.4,4473651.68,655.57
418052.79,4473649.26,655.61
418036.2,4473646.26,655.42
418019.24,4473642.45,655.2
418002.95,4473634.72,655.41
417986.87,4473626.62,655.59
417970.58,4473618.3,656.05
417955.79,4473609.95,656.58
417941.69,4473601.79,656.78
417927.56,4473593.58,656.93
417912.83,4473585.93,657.16
417896.7,4473581.94,657.55
417881,4473577.78,657.79
417863.65,4473576.15,657.93
417845.36,4473576.13,657.91
417827.07,4473576.47,657.96
417809.23,4473577.55,658.43
417790.88,4473578.67,658.74
417772.25,4473579.75,659.36
417754.34,4473580.99,659.21
417736.95,4473582.11,659.09
417719.36,4473583.51,659.03
417702.54,4473584.84,658.85
417685.43,4473585.31,658.78
417668.35,4473584.5,659.11
417651.21,4473582.13,659.49
417634.21,4473577.95,660.18
417618.09,4473569.71,660.7
417601.88,4473561.37,661.07
417585.58,4473553.09,661.36
417568.96,4473544.95,661.8
417552.26,4473536.57,662.46
417535.58,4473528.3,663.29
417519.91,4473520.53,663.86
417504.38,4473513.01,664.31
417489.19,4473505.83,664.58
417473.48,4473500.03,665.03
417458.54,4473498.07,665.28
417444.35,4473496.35,665.27
417430.18,4473493.51,665.33
417415.89,4473486.96,665.45
417401.51,4473479.99,665.57
417387.32,4473473.09,665.7
417373.23,4473466.62,666.11
417358.99,4473460.24,666.8
417344.3,4473457.71,667.35
417328.58,4473455.92,667.73
417311.49,4473454.84,667.7
417294.51,4473454.56,667.37
417279.02,4473454.95,666.99
417262.54,4473455.17,666.91
417247.17,4473455.6,666.62
417231.88,4473455.43,665.92
417215.25,4473454.94,665.25
417200.18,4473455.21,664.58
417184.77,4473455.36,664.15
417168.32,4473454.88,663.96
417153.34,4473454.05,663.95
417137.46,4473451.95,664.45
417119.95,4473448.39,664.94
417102.31,4473443.95,665.24
417084.45,4473438.58,665.55
417066.85,4473432.68,665.76
417049.67,4473426.37,666.02
417032.88,4473419.95,666.17
417015.63,4473412.9,666.2
416998.39,4473405.8,666.11
416980.29,4473398.21,666.21
416962.16,4473390.53,666.55
416944.07,4473382.25,667.07
416925.86,4473373.73,667.59
416908.17,4473364.93,668.57
416890.58,4473356.18,669.66
416873.71,4473347.41,670.42
416857.07,4473338.78,671.03
416840.19,4473330.06,671.31
416823.27,4473321.24,671.51
416806.31,4473312.53,671.67
416789.54,4473303.99,671.83
416772.46,4473295.25,672.28
416755.59,4473286.11,673.21
416738.91,4473276.99,674.33
416722.44,4473267.73,675.24
416705.95,4473258.31,676.18
416689.66,4473249.36,677.34
416673.39,4473240.59,678.12
416656.29,4473231.78,678.83
416638.82,4473223.29,679.41
416621.42,4473214.84,679.64
416604.15,4473205.74,679.83
416586.89,4473195.58,680.19
416570.26,4473184.42,680.68
416555.75,4473170.02,680.72
416541.93,4473155.55,681.03
416529.33,4473141.39,681.55
416517.88,4473127.38,682.18
416506.76,4473112.99,682.92
416496.04,4473098.5,683.48
416485.75,4473083.85,683.79
416474.73,4473068.65,684.08
416462.37,4473054.04,684.53
416447.24,4473043.13,685.23
416431.45,4473032.05,685.99
416415.18,4473022.26,686.48
416399.36,4473013.68,686.44
416382.67,4473006.37,686.12
416365.86,4473000.44,685.8
416348.89,4472995.45,685.51
416330.47,4472990.67,685.23
416311.29,4472986.66,685.08
416291.32,4472983.35,685.06
416271.96,4472980.52,685.17
416252.7,4472977.72,685.4
416236.58,4472976.63,685.15
416218.28,4472974.84,685.04
416198.52,4472973.13,685.13
416179.54,4472971.83,685.11
416160.54,4472970.91,685.12
416141.59,4472970.23,685.09
416122.61,4472969.35,685.07
416103.86,4472968.31,685.09
416085.15,4472967.16,685.17
416066.97,4472966.05,685.29
416049.23,4472966.01,685.51
416030.7,4472966.27,686.03
416013.92,4472967.81,686.65
415997.87,4472970.41,687.27
415981.37,4472973.9,687.78
415964.1,4472978.23,688.02
415946.64,4472982.87,688.55
415929.3,4472987.42,689.2
415911.6,4472992.29,689.75
415893.96,4472997.12,690.11
415876.09,4473002.23,690.93
415858.6,4473007.41,691.8
415842.92,4473012.97,692.27
415827.31,4473019.5,692.92
415813.57,4473026.62,693.27
415797.48,4473034.54,693.63
415782.24,4473042.15,693.88
415768.82,4473049.16,693.79
415755.09,4473056.23,693.63
415741.54,4473062.57,693.6
415727.92,4473068.25,693.74
415714.4,4473073.09,693.93
415700.65,4473077.28,694.03
415687.19,4473081.1,694.15
415673.46,4473085.14,694.04
415660.36,4473089.07,693.62
415649.42,4473093.13,692.86
