x,y,z
423804.01,4473952.71,742.12
423791.08,4473951.76,741.59
423778.37,4473951.22,741.27
423765.01,4473951.18,740.91
423751.02,4473951.45,740.66
423736.7,4473951.7,740.78
423722.23,4473952.23,741.12
423707.77,4473953.3,741.9
423692.72,4473954.44,742.95
423677.26,4473955.91,744.29
423661.4,4473957.79,745.97
423645.02,4473960.02,747.62
423628.45,4473963.02,749.3
423613.03,4473966.34,751.21
423597.61,4473970.63,752.64
423582.18,4473975.78,753.51
423566.89,4473981.63,754.38
423551.59,4473988.48,754.8
423536.17,4473996.1,754.81
423519.86,4474004.39,754.6
423503.98,4474011.82,754.39
423486.28,4474020.11,754.16
423468.73,4474028.5,753.74
423450.79,4474037.01,753.28
423432.59,4474046.2,752.99
423414.62,4474055.28,752.75
423396.59,4474064.42,752.44
423378.93,4474074.1,752.11
423361.42,4474083.55,751.73
423343.74,4474092.76,751.14
423325.81,4474101.82,750.42
423308.57,4474110.38,749.77
423290.51,4474118.91,749.05
423271.47,4474127.74,748.32
423252.32,4474136.78,747.44
423233.04,4474145.48,746.48
423213.04,4474153.5,745.53
423192.13,4474161.21,744.58
423172.01,4474168.57,743.54
423152.49,4474176.26,742.25
423132.87,4474184.79,740.87
423112.59,4474194.26,739.64
423093,4474203.57,738.3
423072.06,4474211.71,737.19
423051.09,4474219.65,736.26
423030.27,4474227.69,735.36
423009.28,4474235.61,734.44
422988.27,4474241.08,733.3
422967.03,4474249.3,731.89
422945.53,4474257.57,730.63
422925.24,4474265.84,729.26
422907.09,4474274.78,728.15
422889.57,4474284.98,727.63
422873.08,4474295.87,727.57
422858.02,4474309.49,727.76
422843.61,4474323.24,728.08
422831.53,4474339.03,728.38
422819.34,4474354.85,728.68
422808.07,4474371.33,728.92
422796.3,4474388.34,729.29
422784.31,4474405.54,729.79
422772.2,4474421.92,730.39
422759.7,4474438.69,730.94
422744.7,4474452.79,731.32
422729.08,4474466.35,731.85
422712.38,4474477.92,732.36
422696.77,4474488.08,733.01
422680.34,4474497.17,733.67
422663.37,4474505.17,734.5
422645.86,4474511.47,735.36
422629.32,4474515.88,736.46
422612.01,4474519.88,737.5
422594.11,4474523.5,738.46
422575.52,4474526.92,739.43
422557.48,4474530.17,740.49
422539.09,4474533.21,741.44
422521.06,4474536.08,742.04
422502.86,4474538.74,742.86
422484.42,4474541.68,743.57
422465.57,4474544.43,744.04
422447.33,4474547.07,744.03
422428.31,4474549.28,743.83
422408.46,4474550.83,743.8
422390.22,4474550.82,743.92
422371.78,4474549.37,744.16
422353.64,4474546.63,744.84
422335.62,4474542.59,745.55
422318.01,4474537.76,746.18
422298.93,4474532.54,746.32
422280.78,4474522.22,746
422264.74,4474511.29,746.15
422248.81,4474499.05,746.3
422233.32,4474484.51,746.31
422218.64,4474467.5,746.51
422205.92,4474450.03,746.38
422193.36,4474431.71,745.8
422180.64,4474412.77,745.05
422167.89,4474394.15,744.56
422154.69,4474375.99,744.18
422140.37,4474359.1,743.7
422124.14,4474344.06,743.16
422107.97,4474329.66,742.39
422091.73,4474315.63,741.32
422072.58,4474304.71,740.3
422052.28,4474293.98,739.51
422031.05,4474283.53,738.84
422009.84,4474272.97,738.14
421988.29,4474262.96,737.47
421966.27,4474252.83,736.88
421944.92,4474242.77,736.4
421924.2,4474233.16,736.01
421903.94,4474222.34,735.72
421884.71,4474209.44,735.62
421867.23,4474192.36,735.53
421849.04,4474175.41,735.4
421831.48,4474158.85,735.07
421814.16,4474143.08,734.65
421797.11,4474127.23,734.05
421779.64,4474111.47,733.48
421762.66,4474095.88,732.77
421745.29,4474080.55,731.94
421727.29,4474065.56,730.95
421708.54,4474050.75,729.95
421689.3,4474036.2,728.96
421670.07,4474022.14,727.98
421650.99,4474008.56,727.14
421631.71,4473995.1,726.42
421612.34,4473981.49,725.76
421593.26,4473968.3,725.21
421574.24,4473955.12,724.75
421554.96,4473941.73,724.28
421535.27,4473929.19,723.81
421514.79,4473917.47,723.37
421493.42,4473907.45,722.86
421470.88,4473899.43,722.37
421447.2,4473893,721.84
421423.57,4473888.95,721.23
421400.19,4473886.26,720.1
421377,4473885.98,719.02
421354.16,4473887.15,718.03
421331.29,4473889.14,717.23
421308.72,4473891.63,716.81
421286.14,4473894.33,716.42
421263.77,4473897.34,716.2
421241.13,4473900.49,715.94
421218.65,4473903.55,715.72
421196.24,4473907.15,715.35
421173.73,4473911.47,715.15
421152.06,4473916.85,715.31
421130.57,4473923.65,715.14
421109.18,4473930.87,714.79
421087.4,4473938.36,714.21
421065.9,4473945.99,713.76
421044.56,4473954.04,713.43
421022.66,4473962.33,713.07
421000.74,4473970.44,712.56
420978.87,4473978.4,712.06
420957.04,4473986.32,711.55
420935.29,4473994.23,711.13
420914.31,4474002.04,710.74
420893.48,4474010.53,710.29
420872.8,4474018.72,709.75
420852.59,4474028.03,709.21
420832.59,4474037.38,708.66
420812.2,4474047.56,707.95
420791.3,4474058.18,707.2
420770.4,4474068.92,706.42
420749.47,4474080.15,705.7
420728.75,4474091.44,704.97
420708.09,4474102.49,704.32
420687.39,4474113.3,703.75
420666.99,4474123.8,703.23
420646.62,4474134.22,702.75
420626.05,4474144.51,702.17
420605.33,4474154.63,701.65
