x,y,z
420584.85,4474164.68,701.21
420564.3,4474174.8,700.74
420543.68,4474185.1,700.31
420523.25,4474195.64,699.92
420502.93,4474206.06,699.51
420482.82,4474216.39,699.1
420463.05,4474226.69,698.59
420443.74,4474236.96,698.06
420425.37,4474246.38,697.55
420407.24,4474254.3,696.96
420388.98,4474261.86,696.93
420368.98,4474268.02,696.43
420347.47,4474271.06,695.67
420325.49,4474271.71,694.74
420303.35,4474274.04,693.31
420281.28,4474277.41,691.6
420258.73,4474280.71,689.84
420236.54,4474284.55,688.39
420213.45,4474288.25,686.93
420189.47,4474291.82,685.09
420165.76,4474295.5,683.3
420142.01,4474298.48,681.74
420118.35,4474299.2,680.5
420095.42,4474296.3,679.41
420072.07,4474291.51,678.45
420048.73,4474285.32,677.37
420026.02,4474278.73,676.13
420003.79,4474272.26,674.8
419981.1,4474265.35,673.55
419957.86,4474258.33,672.24
419934.72,4474251.5,670.92
419911.45,4474244.38,669.48
419887.96,4474237.24,668.09
419865.24,4474230.15,666.98
419842.4,4474223.69,665.9
419818.7,4474217.49,664.61
419794.91,4474211.81,663.59
419770.87,4474209.53,662.73
419745.82,4474208.04,661.24
419721.65,4474206.44,659.47
419697.27,4474204.57,657.69
419672.63,4474202.76,655.75
419648.6,4474200.97,653.81
419624.81,4474199.58,652.01
419600.95,4474198.01,650.52
419577.1,4474196.23,649.29
419553.55,4474194.25,648.21
419528.94,4474191.18,647.01
419504.98,4474186.48,645.88
419481.84,4474180.22,644.98
419461.41,4474171.91,644.42
419441.21,4474161.73,644.38
419422.54,4474149.56,644.75
419404.5,4474136.21,645.08
419387.25,4474123.31,645.55
419371.11,4474109.58,645.7
419355.01,4474091.48,646.42
419339.29,4474070.49,646.66
419326.36,4474051.26,647.02
419313.88,4474032.87,647.57
419301.49,4474016.43,647.86
419288.71,4474001.9,648.78
419273.84,4473990.46,649.41
419256.34,4473982.91,650.23
419236.63,4473979.46,650.95
419214.96,4473978.71,650.83
419194.4,4473977.32,650.81
419174.58,4473977.01,650.93
419154.58,4473977.28,651.1
419134.23,4473978.19,651.34
419113.61,4473978.53,651.49
419093.04,4473979.96,652.04
419073.24,4473982.41,653.44
419052.93,4473984.72,654.77
419032.66,4473986.98,656.06
419012.66,4473988.98,656.97
418993.28,4473991.04,658.2
418973.48,4473992.79,659.26
418953.83,4473992.67,660.29
418934.49,4473991.69,661.28
418915.2,4473989.58,662.37
418896.22,4473986.69,663.54
418878.97,4473980.62,665.07
418861.8,4473973.46,666.58
418844.73,4473965.06,667.94
418827.81,4473955.9,669.57
418811.55,4473946.05,671.19
418795.35,4473935.58,672.52
418779.59,4473924.7,673.91
418764.15,4473911.95,675.5
418747.66,4473898.8,676.82
418731.07,4473886.44,677.97
418714.34,4473874.33,678.93
418697.68,4473862.5,679.71
418681.56,4473850.97,680.38
418665.88,4473839.09,680.84
418650.54,4473827,681.06
418635.66,4473814.45,681
418621.06,4473800.95,680.65
418606.96,4473786.84,680.18
418592.85,4473771.92,679.6
418579.11,4473756.37,679.02
418566.08,4473741.19,678.82
418552.63,4473727.15,677.85
418537.42,4473712.6,676.5
418518.31,4473702.1,675.2
418497.92,4473693.6,673.8
418476.36,4473691.13,672.29
418454.04,4473690.21,670.66
418430.92,4473691.85,668.92
418407.82,4473691.7,667.4
418385.06,4473689.65,666.19
418363.07,4473685.91,665.09
418342.08,4473681.34,663.73
418320.76,4473677.6,662.46
418299.11,4473673.91,661.32
418277.05,4473670.97,660.25
418255.89,4473668.14,659.47
418234.51,4473665.1,658.85
418212.27,4473662.93,658.4
418190.32,4473660.63,658.04
418167.95,4473658.18,657.44
418145.76,4473655.73,656.51
418124.93,4473653.34,656.11
418103.95,4473651.08,656.15
418084.38,4473648.75,656.38
418065.5,4473646.65,656.64
418046.31,4473644.51,656.85
418027.63,4473641.8,657.12
418009.8,4473633.89,657.33
417991.69,4473625.81,657.28
417974.26,4473616.91,657.16
417956.69,4473607.93,656.98
417940.24,4473598.71,657.37
417924.04,4473589.71,658.2
417907.14,4473581.15,658.95
417888.68,4473578.21,659.72
417869.72,4473576.03,660.4
417851.99,4473575.06,660.81
417833.39,4473574.47,661.09
417813.67,4473574.14,661.29
417793.5,4473574.06,661.15
417772.81,4473575.39,660.76
417751.82,4473576.89,660.13
417730.3,4473578.2,659.4
417709.77,4473579.54,658.72
417690.46,4473580.58,658.27
417671.44,4473579.78,658.06
417652.57,4473577.1,657.97
417634.1,4473570.82,658.19
417615.53,4473562.06,658.56
417597.25,4473553.04,659.49
417578.25,4473544.01,660.36
417559.5,4473535.28,661.18
417540.31,4473525.85,661.64
417520.81,4473516.37,662.04
417501.92,4473507.45,662.24
417482.55,4473500.84,662.39
417464.6,4473496.67,662.51
417446.61,4473492.92,662.62
417428.95,4473489.18,662.8
417412.1,4473484.9,663.4
417396.22,4473479.15,663.99
417379.65,4473472.81,664.26
417362.23,4473466.45,664.7
417343.19,4473464.58,665.15
417323.45,4473463.77,665.4
417303.75,4473463.3,665.51
417283.6,4473462.8,665.82
417261.99,4473461.87,666.06
417240.33,4473461,666.37
417218.79,4473459.85,666.72
417197.41,4473458.71,667.09
417176.64,4473457.48,667.56
417156.47,4473455.57,668.05
417136.31,4473451.48,668.27
417117.43,4473445.06,668.7
417097.79,4473438.52,669.04
417078.64,4473431.6,669.28
417059.04,4473423.97,669.63
417038.1,4473415.57,669.91
417017.65,4473407.66,670.38
416997.11,4473399.73,670.97
416976.77,4473391.13,671.63
416956.73,4473382.46,672.28
416937.14,4473372.56,672.96
416918.13,4473362.56,673.69
416898.93,4473352.98,674.44
416879.68,4473343.71,675.32
416860.78,4473333.92,676.2
416841.72,4473324.18,676.95
416822.37,4473313.91,677.5
416802.72,4473303.42,677.88
416783,4473292.74,678.26
416763.41,4473282.3,678.58
416743.62,4473271.88,678.9
416723.86,4473261.48,679.26
416704.7,4473251.73,679.64
416685.51,4473242.68,680.05
416666.42,4473233.37,680.27
416647.18,4473223.96,680.32
416627.85,4473214.55,680.22
416608.77,4473203.93,680.23
416591.01,4473192.03,680.27
416574.11,4473179.8,680.52
416558.36,4473166.87,680.94
416543.74,4473151.82,681.32
416530.51,4473134.86,681.65
416518.27,4473116.76,681.98
416506.73,4473099.18,682.08
416495.59,4473081.83,682.16
416483.58,4473065.89,682.07
416470.09,4473050.86,682.16
416455.17,4473036.82,682.45
416438.21,4473024.64,682.55
416421.02,4473013.52,682.6
416401.88,4473003.75,682.79
416380.56,4472997.55,683.1
416359.08,4472993.83,683.49
416337.18,4472992.41,684.14
416315.43,4472991.38,685.02
416294.05,4472990.13,686.08
416272.51,4472988.64,687.11
416250.49,4472987.62,688.05
416227.98,4472986.24,688.83
416205.33,4472984.53,689.48
416182.93,4472983.11,690.06
416160.71,4472981.1,690.59
416138.71,4472978.85,690.91
416116.71,4472976.83,691.19
416094.78,4472975.28,691.47
416072.98,4472974.01,691.66
416051.52,4472973.08,691.91
416029.73,4472974.28,692.18
416008.88,4472977.14,692.1
415986.93,4472981.03,692.24
415965.49,4472987.45,691.85
415943.62,4472993.69,691.57
415922.3,4472999.6,691.17
415901.87,4473005.68,690.51
415881.51,4473012.26,690.31
415862.23,4473019.27,690.28
415844.3,4473026.51,690.46
415827.16,4473034.58,690.98
415810.66,4473042.84,691.37
415795.02,4473051.17,691.76
