x,y,z
415786.74,4473053.65,696.32
415801.87,4473047.77,697.92
415816.68,4473041.7,699.6
415831.59,4473035.56,701.18
415846.48,4473028.82,702.5
415861.97,4473021.63,703.73
415877.96,4473014.4,704.62
415894.45,4473007.93,705.12
415910.55,4473002.22,705.24
415926.54,4472997.85,704.99
415943.49,4472993.16,704.69
415961.21,4472988.93,704.55
415979.02,4472984.68,704.47
415997.12,4472980.29,704.29
416014.9,4472976.29,704.07
416032.34,4472972.35,703.81
416050.64,4472969.34,703.35
416068.64,4472968.14,702.45
416086.73,4472968.2,701.5
416105,4472969.21,700.73
416123.01,4472971.18,700.15
416141.59,4472973.49,699.7
416160.71,4472975.68,699.42
416179.85,4472978.1,698.98
416198.62,4472980.2,698.71
416217.46,4472982.16,698.58
416236.62,4472984.03,698.56
416255.52,4472985.85,698.41
416273.64,4472987.83,697.62
416292.34,4472990.1,696.49
416311.21,4472992.35,695.56
416329.86,4472994.56,694.75
416348.53,4472996.56,693.79
416367.5,4472998.8,692.54
416386.34,4473001.7,691.31
416404.76,4473005.43,690.29
416422.6,4473010.09,689.39
416441.09,4473015.77,688.42
416457.75,4473022.07,687.67
416474.57,4473029.78,686.86
416489.47,4473042.32,686.31
416503.72,4473055.09,686.06
416516.6,4473068.02,685.62
416530.04,4473082.68,684.72
416540.98,4473099.31,683.52
416552.37,4473116.16,682.15
416561.95,4473133.33,681.5
416570.56,4473150.52,680.75
416580.15,4473165.8,680.52
416589.3,4473182.06,680.31
416602.84,4473194.32,679.93
416617.99,4473206.54,679.01
416634.23,4473217.06,678.06
416650.98,4473226.62,676.99
416668.53,4473235.66,676.26
416686.47,4473244.13,675.96
416704.97,4473252.27,676.1
416723.32,4473260.28,676.34
416740.86,4473267.68,676.69
416758.18,4473274.99,676.99
416775.62,4473283.61,676.73
416792.88,4473292.25,676.15
416810.17,4473300.77,675.94
416827.18,4473309.52,676.09
416844.28,4473318.54,676.37
416860.97,4473327.59,676.77
416877.94,4473336.59,677.14
416895.06,4473345.08,677.55
416911.86,4473353.42,677.93
416929.51,4473362.16,678.09
416946.96,4473370.65,677.9
416964.21,4473379.08,677.55
416981.48,4473387.93,677.2
416999.32,4473395.46,676.93
417017.3,4473402.63,676.45
417034.84,4473408.96,676.06
417052.7,4473415.72,675.84
417070.25,4473422.64,675.79
417087.78,4473429.75,675.72
417105.41,4473436.39,675.68
417122.93,4473442.98,675.6
417140.08,4473449.27,675.47
417157.73,4473455.25,674.98
417175.85,4473459.92,674.39
417194.16,4473463.65,673.07
417212.7,4473466.3,671.43
417231.11,4473468.1,669.89
417249.49,4473469.44,668.6
417268.58,4473470.79,667.33
417288.26,4473471.84,666.17
417307.67,4473472.39,664.94
417326.84,4473471.98,663.75
417346.35,4473470.71,662.72
417363.56,4473469.38,661.78
417380.03,4473469.06,661.09
417396.06,4473473.32,661.29
417412.04,4473477.8,661.45
417428.64,4473483.51,661.83
417445.28,4473490.27,662.44
417462.63,4473495.9,663.17
417479.57,4473500.2,664.04
417497.19,4473503.3,665.47
417515.48,4473505.88,666.45
417531.56,4473511.78,667.31
417548.23,4473518.22,667.98
417564.84,4473524.94,668.21
417582.06,4473532.56,668.09
417599.79,4473540.81,667.71
417617.28,4473549.17,667.37
417633.83,4473557.38,667.2
417651.15,4473565.73,667.38
417668.27,4473573.26,667.63
417686.04,4473579.73,667.47
417704.32,4473584.42,667.19
417723.88,4473583.53,667.43
417743.59,4473582.46,667.59
417762.57,4473581.32,667.45
417781.45,4473580.06,667.25
417800.12,4473578.92,666.99
417818.04,4473578.12,666.3
417836.64,4473577.44,665.49
417855.88,4473577.16,664.69
417874.8,4473576.92,663.98
417894.07,4473576.73,663.56
417913.02,4473577.39,663.36
417931.54,4473579.23,663.15
417947.51,4473586.41,663.12
417963.19,4473594.71,662.66
417980.31,4473604.19,661.8
417996.48,4473613.67,661.32
418011.85,4473623.03,660.99
418027.21,4473631.47,660.96
418043,4473639.05,660.59
418060.54,4473643.29,659.96
418077.67,4473646.8,659.81
418095.28,4473649.95,659.4
418112.91,4473652.93,659.13
418131.05,4473655.38,658.67
418149.57,4473657.79,657.87
418167.98,4473659.79,656.89
418186.97,4473661.77,656.2
418205.94,4473663.76,655.6
418224.88,4473665.87,655.13
418243.59,4473667.98,654.85
418262.89,4473670.08,654.86
418281.63,4473672.06,655.09
418300.68,4473673.98,655.61
418319.27,4473675.94,656.22
418338.34,4473678.41,657.07
418355.01,4473681.68,657.61
418372.12,4473685.89,657.46
418388.45,4473690.43,657.29
418404.9,4473694.95,657.35
418421.37,4473697.96,657.44
418439.34,4473700.27,657.38
418457.05,4473701.52,657.85
418474.39,4473702.21,658.13
418490.41,4473702.46,658.86
418506.45,4473702.57,659.72
418521.45,4473703.52,660.55
418536.47,4473705.67,661.56
418550.93,4473712.29,662.52
418564.98,4473720.24,664
418578.32,4473729.48,665.32
418590.46,4473740.04,666.25
418602.62,4473751.98,666.95
418613.81,4473764.85,667.56
418623.72,4473778.06,668.01
418634.55,4473791.78,668.57
418645.79,4473805.15,669.61
418657.42,4473817.62,670.88
418669.23,4473829.37,672.66
418681.63,4473840.53,674.51
418694.56,4473851.27,676.13
418707.8,4473861.46,677.35
418721.28,4473871.33,678.37
418735.23,4473880.87,679.05
418749.53,4473890.36,679.44
418764.03,4473899.39,679.86
418778.38,4473908.33,680.29
418792.79,4473916.78,680.58
418806.89,4473925.21,680.7
418821.61,4473934.26,680.72
418836.43,4473943.78,680.56
418851.21,4473953.32,680.38
418865.86,4473962.8,680.03
418880.78,4473972.48,679.4
418895.98,4473981.71,678.41
418911.44,4473989.55,677.37
418928.82,4473992.87,676.09
418946.68,4473996.12,674.31
418963.91,4473997.64,672.58
418982.45,4473998.43,670.56
419001.07,4473998.24,668.28
419019.62,4473997.06,666.23
419037.45,4473995.21,664.11
419056.41,4473993.04,662.22
419076.36,4473991.6,660.5
419096.42,4473989.57,659.06
419116.04,4473987.52,657.87
419136.78,4473985.28,657.1
419156.21,4473982.8,656.4
419175.23,4473981.23,655.77
419195.37,4473980.01,655.44
419215.4,4473979.08,655.1
419234.16,4473978.44,654.84
419252.01,4473979.22,654.3
419269.09,4473981.12,653.94
419285.72,4473984.33,653.54
419300.67,4473991.07,652.94
419315.54,4473998.63,651.92
419329.8,4474007.18,651.29
419340.73,4474019.68,650.74
419351.21,4474032.53,650.01
419361.92,4474046.55,649.08
419372.24,4474060.71,648.09
419381.88,4474075.05,646.54
419390.65,4474089.86,644.9
419399.92,4474103.68,643.04
419410.54,4474116.41,642.2
419421.58,4474128.65,641.98
419433.72,4474140.27,642.16
419446.55,4474151.05,642.65
419460.08,4474161.17,643.25
419474.83,4474170.72,643.76
419490.54,4474178.99,644.08
419507.49,4474186.21,644.36
419525.88,4474192.46,644.96
419545.78,4474198.15,645.35
419565.38,4474202.22,645.35
419583.47,4474205.41,645.2
419603.51,4474208.27,644.43
419622.62,4474210.25,644.12
419642.64,4474210.64,644.01
419662.54,4474210.58,644.4
419682.89,4474210.09,645.04
419703.64,4474209.75,645.66
419724.08,4474210,646.35
419744.18,4474210.49,647.04
419764.02,4474211.2,647.75
419784.2,4474212.2,648.41
419803.8,4474213.23,649.13
419822.24,4474214.82,649.92
419840.39,4474216.78,650.76
419858.15,4474219.47,651.67
419876.08,4474222.91,652.44
419893.5,4474226.91,653.07
419910.68,4474231.01,653.75
419927.6,4474235.76,654.32
419944.56,4474240.56,654.93
419961.76,4474245.37,655.73
419979.02,4474250.48,656.8
419995.6,4474255.25,658.02
420012.61,4474259.81,659.24
420029.66,4474264.47,660.29
420045.72,4474268.97,661.47
420061.61,4474273.92,662.64
420077.55,4474278.67,663.94
420093.11,4474283.33,665.12
420108.75,4474287.73,666.38
420124.78,4474291.41,667.33
420141.62,4474294.32,668.26
420159.37,4474296.2,669.34
420178.16,4474297.23,670.21
420197.04,4474297.14,671.79
420216.55,4474295.85,673.36
420236.04,4474293.57,674.64
420254.94,4474290.54,675.63
420273.32,4474287.27,676.67
420291.14,4474283.7,677.82
420310.12,4474279.85,678.85
420330.1,4474275.71,679.71
420348.97,4474271.94,680.54
420366.86,4474268.36,681.37
420383.35,4474264.45,682.04
420399.78,4474259.73,682.3
420417.1,4474254.27,682.72
420433.88,4474248.33,683.2
420449.94,4474241.45,683.77
420465.56,4474233.68,684.41
420481.41,4474225.42,684.84
420497.91,4474216.99,685.35
420513.3,4474207.96,686.28
420528.72,4474199.02,686.98
420544.62,4474190.05,687.47
420560.55,4474180.99,687.97
420577.02,4474171.75,688.53
420594.24,4474162.31,689.26
420611.39,4474152.77,690.13
420628.19,4474143.53,690.93
420645.01,4474134.45,691.73
420661.64,4474125.66,692.5
420678.49,4474116.81,693.21
420695.04,4474108.21,693.94
420712.53,4474099.04,694.46
420729.55,4474090.15,695.08
420746.39,4474081.38,695.79
420763.06,4474072.73,696.69
420780.68,4474063.55,697.74
420798.09,4474054.58,698.86
420816.22,4474045.16,699.86
420833.73,4474036.17,700.76
420850.45,4474028.02,701.91
420867.49,4474019.77,703.09
420884.72,4474011.61,704.33
420903.18,4474003.61,705.31
420921.07,4473996.08,706.25
420939.08,4473989.17,707.06
420957.65,4473982.72,707.81
420976.23,4473976.54,708.26
420994.2,4473970.08,708.71
421012.22,4473964.29,708.97
421030.02,4473958.18,708.91
421048,4473952.37,708.73
421066.19,4473946.11,708.7
421084.67,4473939.56,708.89
421102.92,4473933.22,709.56
421121.82,4473926.77,710.14
421140.85,4473920.65,710.88
421159.78,4473914.67,711.48
421178.5,4473909.59,712.13
421196.99,4473905.23,713.16
421216.34,4473901.25,714.37
421236.48,4473897.51,715.58
421257.25,4473894.17,716.73
421275.96,4473893.15,717.24
421295.06,4473892.09,717.93
421315.13,4473890.63,718.46
421334.94,4473889.15,718.73
421354.6,4473887.7,719.09
421373.19,4473886.64,719.42
421391.59,4473885.76,719.88
421410.59,4473884.72,720.6
421429.95,4473884.72,721.66
421448.98,4473885.4,722.56
421467.74,4473887.23,723.2
421487.18,4473890.06,723.35
421506.02,4473896.95,723.54
421524.32,4473904.41,724.03
421541.16,4473912.86,724.58
421557.19,4473922.43,724.52
421572.86,4473933.26,724.18
421588.88,4473944.87,723.61
421605.06,4473957.73,723.07
421620.77,4473970.52,722.62
421636.83,4473984.07,722.56
421652.79,4473997.36,722.88
421668.71,4474010.3,723.34
421685.41,4474023.05,723.9
421701.86,4474035.4,724.52
421718.43,4474047.77,725.14
421735.03,4474059.98,725.78
421751.55,4474072.25,726.57
421767.79,4474085.18,727.51
421783.25,4474098.87,728.56
421798.61,4474112.53,729.62
421813.33,4474126.02,730.62
421828.87,4474139.56,731.27
421844.18,4474153.25,731.77
421859.37,4474166.79,732.21
421873.85,4474180.13,732.76
421888.02,4474193.25,733.34
421902.27,4474205.87,733.82
421916.81,4474218.39,733.97
421932.42,4474230.22,733.98
421949.58,4474241.66,733.97
421967.64,4474250.68,734.18
421986.38,4474260.05,734.44
422005.63,4474269.35,734.66
422025.31,4474278.19,734.85
422044.81,4474287.04,735.13
422063.86,4474295.82,735.56
422082.53,4474304.91,736.03
422100.8,4474315.18,736.45
422118.86,4474327.24,736.85
422136.69,4474340.33,737.2
422152.93,4474354.6,737.82
422168.56,4474369.65,738.34
422183.17,4474385.68,738.68
422196.73,4474402.29,738.76
422210.36,4474418.88,738.98
422222.65,4474435.54,739.05
422235.83,4474452.05,739.42
422248.32,4474467.81,739.98
422262.9,4474481.92,740.81
422278.9,4474494.87,741.49
422296.23,4474506.29,741.87
422314.08,4474516.06,742.44
422332.43,4474523.39,742.66
