x,y,z
444183.34,4524408.64,1162.07
444171.96,4524404.64,1163.38
444171.19,4524393.89,1165.42
444182.83,4524393.79,1168.53
444197.44,4524399.41,1170.07
444207.08,4524405.62,1170.32
444216.26,4524412.46,1170.28
444226,4524419.98,1169.66
444236.04,4524426.37,1169.02
444246.8,4524432.36,1169.07
444263.23,4524442.08,1168.75
444272.56,4524447.88,1168.41
444281.28,4524453.88,1168.09
444295.32,4524464.86,1166.98
444308.6,4524476.9,1165.66
444321.74,4524487.91,1164.72
444334.57,4524491.5,1164.2
444345.03,4524485.03,1163.78
444352.04,4524470.03,1163.04
444355.96,4524450.93,1162.41
444356.9,4524440.9,1162.52
444357.93,4524430.92,1162.63
444359.77,4524412.56,1162.68
444361.15,4524396.29,1162
444356.98,4524381.39,1162.08
444345.88,4524369.73,1159.97
444331.36,4524358.95,1156.76
444322.51,4524353.63,1155.26
444313.63,4524347.64,1153.57
444303.93,4524341.14,1151.94
444294.08,4524334.5,1150.32
444284.69,4524328.31,1148.78
444275.3,4524321.87,1147.28
444265.96,4524315.97,1146.05
444257.09,4524310.18,1145.04
444242.52,4524297.87,1143.04
444235.22,4524280.87,1141.74
444233.3,4524270.9,1141.1
444232.12,4524260.47,1140.72
444231.2,4524249.51,1140.41
444230.21,4524238.07,1140.07
444229.14,4524225.14,1139.61
444228.14,4524212.16,1139.24
444227.24,4524199.37,1138.99
444226.42,4524186.61,1138.68
444225.19,4524173.66,1138.33
444223.17,4524160.31,1137.77
444220.51,4524147.38,1137.26
444217.68,4524134.95,1136.42
444214.36,4524122.42,1135.18
444210.68,4524110.12,1134.02
444206.08,4524098.12,1132.89
444201.15,4524086.16,1131.72
444195.95,4524074.25,1130.55
444190.91,4524062.35,1129.43
444185.47,4524050.31,1128.33
444180.39,4524038.19,1127.2
444175.55,4524026.5,1126.19
444171.35,4524015.22,1125.3
444167.73,4524003.91,1124.7
444165.82,4523992.34,1124.39
444165.26,4523980.81,1124.15
444167.51,4523968.94,1123.81
444170.8,4523956.89,1123.37
444174.66,4523944.82,1122.51
444179.4,4523932.93,1121.44
444184.26,4523921.31,1120.28
444188.72,4523909.44,1119.08
444193.25,4523897.94,1118.09
444197.68,4523886.54,1117.12
444202.7,4523875.19,1116.21
444207.84,4523863.64,1115.25
444212.72,4523851.76,1114.31
444216.32,4523839.74,1113.3
444217.85,4523827.27,1112.36
444219.44,4523814.56,1111.55
444220.58,4523802.17,1110.85
444221.51,4523790.13,1110.37
444221.55,4523778.25,1110.05
444221.12,4523766.75,1109.53
444219.27,4523755.24,1108.75
444216.19,4523744.86,1107.82
444213,4523734.92,1106.94
444209.76,4523724.83,1106.3
444205.89,4523715.43,1105.22
444204.91,4523705.46,1103.93
444204.75,4523695.24,1102.68
444207.17,4523684.99,1101.71
444210.81,4523674.81,1101.14
444215.65,4523664.49,1100.58
444220.51,4523653.71,1099.55
444225.45,4523642.86,1098.82
444230.67,4523632.45,1097.83
444236.95,4523623.04,1096.52
444244.72,4523615.29,1095.44
444254.28,4523609.25,1094.59
444265.08,4523604.2,1093.75
444276.27,4523599.32,1093.13
444288.46,4523593.5,1092.67
444299.71,4523587.53,1092.26
444309.88,4523580.81,1091.78
444319.32,4523572.7,1091.41
444328.27,4523563.91,1091.14
444336.23,4523553.97,1090.91
444343.92,4523544.06,1090.54
444350.76,4523533.95,1090.2
444356.63,4523523.51,1089.91
444361.52,4523512.37,1089.66
444366.12,4523501.2,1089.46
444370.45,4523489.62,1089.22
444374.71,4523477.9,1088.81
444379.03,4523466.17,1088.21
444383.37,4523454.31,1087.49
444387.53,4523442.37,1086.79
444391.69,4523430.47,1086.26
444395.8,4523418.65,1085.8
444399.91,4523406.91,1085.51
444403.95,4523395.24,1085.3
444408.01,4523383.54,1085.21
444412.08,4523371.79,1085.09
444416.09,4523360.02,1084.85
444420.14,4523348.21,1084.67
444424.15,4523336.47,1084.45
444428.13,4523324.8,1084.16
444432.22,4523313,1083.97
444436.37,4523301.22,1083.93
444440.53,4523289.43,1083.83
444444.69,4523277.57,1083.7
444449.05,4523265.74,1083.44
444453.45,4523253.91,1083.11
444458,4523242.39,1082.69
444462.57,4523230.95,1082.2
444467.4,4523219.66,1081.93
444472.62,4523208.32,1081.53
444477.98,4523196.76,1081.22
444483.14,4523185.19,1080.79
444488.24,4523173.88,1080.83
444493.5,4523162.68,1081.29
444498.6,4523151.47,1081.83
444503.68,4523140.26,1082.29
444508.34,4523128.93,1082.6
444512.25,4523117.33,1082.62
444515.35,4523106.05,1082.48
444517.55,4523094.52,1082.12
444519.17,4523083.24,1081.51
444520.34,4523071.88,1080.91
444521.53,4523060.55,1080.39
444522.92,4523049.39,1079.87
444526.22,4523038.68,1079.49
444530.46,4523028.6,1079.24
444535.77,4523018.6,1078.8
444542.62,4523009.1,1077.93
444549.6,4522999.72,1077.16
444556.65,4522990.44,1076.32
444564.27,4522981.28,1075.54
444571.8,4522971.93,1074.67
444579.48,4522962.54,1074.01
444587.52,4522953.67,1073.45
444595.62,4522946.05,1073.17
444604.21,4522940.03,1072.9
444613.34,4522934.99,1072.61
444624.06,4522931.46,1072.15
444634.8,4522929.03,1071.7
444646.5,4522926.9,1071.4
444658.46,4522924.44,1071.1
444670.63,4522921.97,1070.7
444682.89,4522919.28,1070.23
444694.83,4522916.5,1069.87
444706.03,4522913.24,1069.48
444716.18,4522908.93,1069.14
444724.98,4522903.14,1069.03
444735.2,4522887.41,1067.77
444741.67,4522868.1,1066.97
444744.07,4522857.3,1066.56
444746.62,4522846.19,1066.23
444749.01,4522835.2,1065.87
444751.5,4522823.19,1065.59
444754.01,4522811.26,1065.26
444756.76,4522799.39,1064.91
444759.76,4522787.33,1064.57
444762.7,4522775.33,1064.05
444765.93,4522763.63,1063.63
444769.48,4522752.25,1063.33
444773.46,4522740.88,1062.95
444778.36,4522729.89,1062.71
444784.16,4522718.9,1062.63
444790.3,4522707.98,1062.67
444796.47,4522696.91,1062.84
444802.74,4522685.72,1063.04
444808.66,4522674.16,1063.45
444814.95,4522662.8,1063.71
444821.3,4522651.56,1064.08
444827.96,4522640.38,1064.5
444834.63,4522629.22,1064.92
444841.11,4522618.57,1065.44
444847.37,4522608.16,1065.89
444853.61,4522597.8,1066.29
444859.68,4522587.84,1066.72
444866.18,4522577.99,1067.16
444872.8,4522567.92,1067.52
444879.56,4522558.09,1067.83
444886.2,4522547.56,1068.06
444892.79,4522536.63,1068.2
444899.15,4522525.69,1068.23
444905.42,4522514.89,1068.25
444910.99,4522504.68,1068.19
444916,4522494.23,1068.21
444920.39,4522483.44,1068.19
444924.38,4522472.32,1068.13
444927.05,4522460.91,1068.19
444929.27,4522449.22,1068.33
444931.39,4522437.79,1068.56
444933.25,4522426.45,1068.64
444934.9,4522415.3,1068.34
444936.33,4522404.2,1067.64
444937.76,4522392.81,1067
444937.73,4522381.27,1066.11
444936.92,4522369.77,1065.38
444934.55,4522358.71,1064.67
444930.88,4522348.38,1064.56
444925.55,4522338.7,1064.35
444919.02,4522328.32,1064.3
444912.77,4522318.56,1064.34
444906.59,4522308.55,1064.37
444901.18,4522298.42,1064.48
444896.07,4522288,1064.24
444891.88,4522277.73,1063.93
444887.59,4522266.03,1063.65
444884.45,4522254.16,1063.45
444881.73,4522242.28,1063.22
444879.49,4522229.95,1062.91
444877.35,4522217.72,1062.7
444875.55,4522205.33,1062.45
444873.91,4522192.91,1062.03
444872.06,4522180.17,1061.8
444870.05,4522167.36,1061.65
444867.95,4522154.45,1061.44
444865.76,4522141.42,1061.18
444863.56,4522128.67,1061.26
444861.16,4522115.94,1061.33
444858.94,4522103.63,1061.57
444856.81,4522091.44,1061.68
444854.63,4522079.41,1061.77
444852.32,4522067.63,1061.76
444849.08,4522056.23,1061.84
444845.35,4522045.19,1061.8
444841.19,4522034.5,1061.84
444836.97,4522023.8,1062.05
444832.74,4522013.09,1062.17
444830.05,4522003.09,1062.25
444831.35,4521984.87,1062.25
444840.74,4521967.98,1062.09
444848.03,4521960.83,1062.38
444855.96,4521953.59,1062.68
444863.79,4521946.35,1062.99
444872.53,4521938.04,1063.09
444881,4521928.77,1063.15
444889.27,4521919.45,1063.27
444897.57,4521910.03,1063.4
444905.84,4521900.61,1063.64
444914.08,4521891.2,1063.89
444922.34,4521881.84,1064.09
444930.56,4521872.52,1064.28
444938.79,4521863.24,1064.35
444946.81,4521853.86,1064.43
444954.02,4521844.1,1064.6
444960.77,4521834.24,1064.83
444966.92,4521824.06,1064.94
444973.05,4521813.74,1065.13
444979,4521803.22,1065.19
444984.99,4521792.67,1065.02
444990.97,4521781.96,1064.83
444996.85,4521771.37,1064.81
445002.7,4521760.77,1064.94
445008.51,4521750.25,1065.01
445014.34,4521739.77,1064.86
445020.08,4521729.02,1064.76
445025.95,4521718.14,1064.75
445031.71,4521707.4,1064.91
445037.61,4521696.84,1065.03
445043.52,4521686.47,1065.07
445049.54,4521676.2,1065
445056.35,4521666.84,1064.43
445064.37,4521658.11,1064.01
445073.62,4521650.9,1063.99
445083.34,4521644.68,1064.25
445093.75,4521639.44,1064.37
445104.74,4521634.57,1064.48
445116.44,4521630.26,1064.48
445128.4,4521625.89,1064.45
445140.13,4521621.6,1064.46
445151.79,4521617.37,1064.38
445163.58,4521613.41,1064.21
445175.22,4521609.5,1064
445186.8,4521605.56,1063.81
445198.43,4521601.6,1063.63
445210.27,4521597.58,1063.43
445222.21,4521593.53,1063.24
445234.12,4521589.43,1063.06
445246.03,4521585.24,1062.85
445257.88,4521581.06,1062.64
445269.79,4521576.87,1062.46
445281.52,4521572.75,1062.31
445293.05,4521568.68,1062.16
445304.5,4521564.6,1061.95
445315.94,4521560.52,1061.82
445327.54,4521556.39,1061.71
445339.11,4521552.27,1061.58
445350.85,4521547.83,1061.44
445362.63,4521543.4,1061.28
445374.56,4521538.93,1061.11
445386.44,4521534.47,1060.95
445398.27,4521530.05,1060.73
445410.07,4521525.65,1060.54
445421.85,4521521.25,1060.33
445433.51,4521517.23,1060.1
445445.05,4521513.21,1059.84
445456.64,4521509.2,1059.6
445468.31,4521505.17,1059.4
445479.97,4521501.13,1059.2
445491.88,4521497.03,1059
445503.86,4521492.96,1058.91
445515.76,4521488.91,1058.84
445527.42,4521484.95,1058.74
445539.09,4521481.02,1058.56
445550.54,4521477.7,1058.37
445562.34,4521474.02,1058.18
445574.13,4521470.27,1057.94
445585.65,4521466.11,1057.51
445596.4,4521460.93,1057.08
445606.75,4521454.53,1056.39
445616.57,4521446.76,1055.72
445625.16,4521437.42,1055.1
445633.9,4521427.96,1054.7
445642.65,4521418.33,1054.5
445651.56,4521408.62,1054.41
445660.39,4521399.05,1054.35
445669.14,4521389.64,1054.29
445677.98,4521380.25,1054.28
445686.65,4521371.05,1054.27
445695.09,4521362.16,1054.4
445703.49,4521353.35,1054.58
445711.96,4521344.45,1054.68
445720.62,4521335.7,1054.74
445729.28,4521326.83,1054.8
445737.97,4521317.93,1054.8
445746.73,4521308.96,1054.75
445755.5,4521299.97,1054.65
445764.28,4521290.93,1054.58
445773.03,4521281.65,1054.54
445781.81,4521272.44,1054.44
445790.66,4521263.16,1054.33
445799.67,4521253.8,1054.18
445808.79,4521244.52,1053.8
445817.88,4521235.17,1053.52
445827.16,4521225.75,1053.19
445836.2,4521216.54,1052.78
445845.09,4521207.48,1052.42
445853.73,4521198.84,1051.94
445862.56,4521190.24,1051.39
445871.31,4521181.78,1050.72
445879.99,4521173.37,1050.05
445888.6,4521164.61,1049.5
445897.55,4521155.47,1048.98
445906.46,4521146.37,1048.42
445915.73,4521137.45,1047.84
445924.95,4521128.51,1047.3
445933.91,4521119.35,1046.92
445942.82,4521110.33,1046.35
445951.64,4521101.38,1046.1
445960.58,4521092.7,1045.95
445969.51,4521084.01,1045.81
445978.41,4521075.39,1045.64
445987.41,4521066.84,1045.31
445996.28,4521058.45,1044.89
446005.11,4521050.44,1044.47
446013.92,4521042.58,1044.13
446022.87,4521034.97,1043.73
446031.61,4521027.29,1043.45
446040.27,4521019.62,1043.22
446048.98,4521011.82,1043.15
446057.88,4521003.98,1043
446066.86,4520995.95,1042.83
446075.89,4520987.84,1042.75
446084.79,4520979.66,1042.57
446093.86,4520971.38,1042.32
446102.74,4520962.83,1042.05
446111.62,4520954.27,1041.74
446120.69,4520945.84,1041.49
446129.78,4520937.43,1041.35
446138.81,4520929.12,1041.45
446147.94,4520920.89,1041.51
446157.12,4520912.72,1041.4
446166.32,4520904.55,1041.1
446175.51,4520896.36,1040.75
446184.68,4520888.12,1040.39
446193.67,4520879.95,1040.13
446202.45,4520871.8,1039.88
446211.15,4520863.64,1039.62
446219.68,4520855.6,1039.22
446228.01,4520847.36,1038.67
446236.04,4520838.9,1038.29
446243.23,4520830.17,1038.03
446249.91,4520821.25,1037.91
446256.39,4520812.39,1038.13
446262.33,4520803.44,1038.59
446267.71,4520794.03,1039.17
446272.24,4520783.84,1039.67
446276.68,4520773.19,1040.13
446281.32,4520762.14,1040.58
446285.8,4520751.45,1041.04
446290.24,4520741.3,1041.32
446295.1,4520731.77,1041.35
446301.68,4520723.13,1041.12
446309.28,4520714.98,1040.55
446318.5,4520708.19,1039.96
446328.21,4520702.27,1039.5
446338.74,4520696.79,1039.1
446349.27,4520691.35,1038.69
446359.97,4520685.86,1038.3
446370.44,4520680.35,1037.58
446381.43,4520674.7,1036.81
446392.54,4520668.93,1036.04
446403.23,4520663.27,1035.25
446413.81,4520657.54,1034.69
446424.38,4520651.83,1034.5
446434.9,4520646.07,1034.37
446445.49,4520640.6,1033.96
446455.88,4520635.18,1033.48
446466.28,4520630.1,1032.93
446476.66,4520625.01,1032.29
446486.73,4520619.73,1031.68
446496.48,4520614.52,1031.03
446506.09,4520608.99,1030.62
446515.52,4520603.5,1030.45
446525.02,4520598.05,1030.45
446534.25,4520592.73,1030.39
446543.36,4520587.24,1030.22
446552.63,4520581.59,1029.9
446562.24,4520576.11,1029.41
446571.76,4520570.71,1028.83
446581.4,4520565.22,1028.48
446591.27,4520559.66,1028.26
446601.25,4520554.44,1028.04
446610.77,4520549.53,1027.74
446619.87,4520544.4,1027.7
446628.83,4520538.91,1027.61
446637.32,4520532.58,1027.55
446645.6,4520524.82,1027.2
446652.74,4520516.83,1026.32
446659.99,4520508.05,1025.69
446667.16,4520499.05,1025.34
446673.92,4520489.56,1025.07
446680.22,4520479.64,1024.78
446686.56,4520469.03,1024.29
446692.47,4520458.21,1023.62
446698.26,4520447.05,1022.79
446703.72,4520435.67,1021.89
446708.74,4520424,1020.63
446713.11,4520412.11,1019.49
446716.71,4520400.18,1018.42
