27072.000000,917.599997
27073.000000,917.571897
27074.000000,917.543675
27075.000000,917.515310
27076.000000,917.486803
27077.000000,917.458152
27078.000000,917.429359
27079.000000,917.400422
27080.000000,917.371343
27081.000000,917.342121
27082.000000,917.312756
27083.000000,917.283249
27084.000000,917.253598
27085.000000,917.223805
27086.000000,917.193868
27087.000000,917.163789
27088.000000,917.133567
27089.000000,917.103202
27090.000000,917.072695
27091.000000,917.042044
27092.000000,917.011251
27093.000000,916.980314
27094.000000,916.949235
27095.000000,916.918013
27096.000000,916.886648
27097.000000,916.855141
27098.000000,916.823490
27099.000000,916.791697
27100.000000,916.759760
27101.000000,916.727681
27102.000000,916.695459
27103.000000,916.663094
27104.000000,916.630587
27105.000000,916.597936
27106.000000,916.565143
27107.000000,916.532206
27108.000000,916.499127
27109.000000,916.465905
27110.000000,916.432540
27111.000000,916.399033
27112.000000,916.365382
27113.000000,916.331589
27114.000000,916.297652
27115.000000,916.263573
27116.000000,916.229351
27117.000000,916.194986
27118.000000,916.160479
27119.000000,916.125828
27120.000000,916.091035
27121.000000,916.056098
27122.000000,916.021019
27123.000000,915.985797
27124.000000,915.950432
27125.000000,915.914925
27126.000000,915.878971
27127.000000,915.843337
27128.000000,915.807703
27129.000000,915.772069
27130.000000,915.736435
27131.000000,915.700801
27132.000000,915.665167
27133.000000,915.629532
27134.000000,915.593898
27135.000000,915.558264
27136.000000,915.522630
27137.000000,915.486996
27138.000000,915.451362
27139.000000,915.415728
27140.000000,915.380094
27141.000000,915.344459
27142.000000,915.308825
27143.000000,915.273191
27144.000000,915.237557
27145.000000,915.201923
27146.000000,915.166289
27147.000000,915.130655
27148.000000,915.095021
27149.000000,915.059386
27150.000000,915.023752
27151.000000,914.988118
27152.000000,914.952484
27153.000000,914.916850
27154.000000,914.881216
27155.000000,914.845582
27156.000000,914.809948
27157.000000,914.774313
27158.000000,914.738679
27159.000000,914.703045
27160.000000,914.667411
27161.000000,914.631777
27162.000000,914.596143
27163.000000,914.560509
27164.000000,914.524874
27165.000000,914.489240
27166.000000,914.453606
27167.000000,914.417972
27168.000000,914.382338
27169.000000,914.346704
27170.000000,914.311070
27171.000000,914.275436
27172.000000,914.239801
27173.000000,914.204167
27174.000000,914.168533
27175.000000,914.132899
27176.000000,914.097265
27177.000000,914.061631
27178.000000,914.025997
27179.000000,913.990363
27180.000000,913.954728
27181.000000,913.919094
27182.000000,913.883460
27183.000000,913.847826
27184.000000,913.812223
27185.000000,913.776800
27186.000000,913.741578
27187.000000,913.706555
27188.000000,913.671732
27189.000000,913.637110
27190.000000,913.602687
27191.000000,913.568465
27192.000000,913.534442
27193.000000,913.500619
27194.000000,913.466997
27195.000000,913.433574
27196.000000,913.400352
27197.000000,913.367329
27198.000000,913.334506
27199.000000,913.301884
27200.000000,913.269461
27201.000000,913.237239
27202.000000,913.205216
27203.000000,913.173393
27204.000000,913.141771
27205.000000,913.110348
27206.000000,913.079126
27207.000000,913.048103
27208.000000,913.017280
27209.000000,912.986658
27210.000000,912.956235
27211.000000,912.926013
27212.000000,912.895990
27213.000000,912.866167
27214.000000,912.836545
27215.000000,912.807122
27216.000000,912.777900
27217.000000,912.748877
27218.000000,912.720054
27219.000000,912.691432
27220.000000,912.663009
27221.000000,912.634787
27222.000000,912.606764
27223.000000,912.578941
27224.000000,912.551319
27225.000000,912.523896
27226.000000,912.496674
27227.000000,912.469651
27228.000000,912.442828
27229.000000,912.416206
27230.000000,912.389783
27231.000000,912.363561
27232.000000,912.337538
27233.000000,912.311715
27234.000000,912.286093
27235.000000,912.260670
27236.000000,912.235448
27237.000000,912.210425
27238.000000,912.185602
27239.000000,912.160980
27240.000000,912.136557
27241.000000,912.112335
27242.000000,912.088312
27243.000000,912.064489
27244.000000,912.040867
27245.000000,912.017444
27246.000000,911.994222
27247.000000,911.971199
27248.000000,911.948376
27249.000000,911.925754
27250.000000,911.903331
27251.000000,911.881109
27252.000000,911.859086
27253.000000,911.837263
27254.000000,911.815641
27255.000000,911.794218
27256.000000,911.772996
27257.000000,911.751973
27258.000000,911.731150
27259.000000,911.710528
27260.000000,911.690105
27261.000000,911.669883
27262.000000,911.649860
