y,x,z
4504094.93,429059.681,935.791
4504094.196,429057.762,935.775
4504093.463,429055.843,935.763
4504092.731,429053.932,935.739
4504092.001,429052.019,935.716
4504091.273,429050.102,935.692
4504090.544,429048.187,935.666
4504089.816,429046.276,935.646
4504089.08,429044.363,935.629
4504088.351,429042.453,935.601
4504087.628,429040.543,935.573
4504086.899,429038.63,935.55
4504086.168,429036.718,935.53
4504085.439,429034.814,935.494
4504084.714,429032.903,935.468
4504083.99,429030.992,935.441
4504083.264,429029.082,935.416
4504082.536,429027.176,935.388
4504081.808,429025.275,935.363
4504081.079,429023.369,935.347
4504080.346,429021.458,935.329
4504079.618,429019.554,935.304
4504078.892,429017.655,935.265
4504078.164,429015.748,935.243
4504077.441,429013.843,935.216
4504076.717,429011.942,935.183
4504075.986,429010.038,935.161
4504075.258,429008.141,935.125
4504074.533,429006.239,935.106
4504073.806,429004.335,935.071
4504073.077,429002.438,935.052
4504072.351,429000.543,935.022
4504071.626,428998.642,935.003
4504070.907,428996.741,934.981
4504060.889,428970.181,934.538
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504059.464,428966.383,934.495
4504056.659,428958.783,934.345
4504055.96,428956.887,934.313
4504049.051,428937.897,933.978
4504048.371,428935.986,933.963
4504047.692,428934.082,933.942
4504047.012,428932.171,933.918
4504046.336,428930.261,933.889
4504045.665,428928.345,933.866
4504044.993,428926.426,933.856
4504044.321,428924.51,933.844
4504043.655,428922.594,933.833
4504042.992,428920.67,933.804
4504042.346,428918.742,933.761
4504041.688,428916.808,933.748
4504041.038,428914.869,933.73
4504040.39,428912.94,933.721
4504039.749,428911.005,933.679
4504039.1,428909.063,933.652
4504038.467,428907.122,933.609
4504037.841,428905.177,933.57
4504037.214,428903.219,933.563
4504036.586,428901.259,933.57
4504035.957,428899.308,933.554
4504035.336,428897.359,933.517
4504034.728,428895.401,933.482
4504034.119,428893.431,933.468
4504033.515,428891.461,933.456
4504032.914,428889.499,933.439
4504032.322,428887.538,933.424
4504031.737,428885.567,933.404
4504031.15,428883.584,933.422
4504030.578,428881.599,933.412
4504030.009,428879.618,933.393
4504029.444,428877.635,933.378
4504028.888,428875.646,933.36
4504028.34,428873.656,933.344
4504027.794,428871.665,933.332
4504027.255,428869.672,933.33
4504026.725,428867.672,933.321
4504026.199,428865.669,933.313
4504025.678,428863.672,933.311
4504025.167,428861.666,933.297
4504024.662,428859.651,933.287
4504024.161,428857.64,933.278
4504023.669,428855.633,933.257
4504023.181,428853.617,933.241
4504022.705,428851.596,933.234
4504022.237,428849.575,933.229
4504021.771,428847.556,933.214
4504021.309,428845.531,933.215
4504020.856,428843.504,933.211
4504020.412,428841.474,933.201
4504019.97,428839.443,933.199
4504019.535,428837.409,933.195
4504019.105,428835.371,933.189
4504018.676,428833.334,933.192
4504018.255,428831.29,933.194
4504017.846,428829.247,933.183
4504017.44,428827.197,933.178
4504017.044,428825.148,933.176
4504016.648,428823.092,933.175
4504016.259,428821.038,933.17
4504015.874,428818.979,933.172
4504015.489,428816.915,933.18
4504015.118,428814.854,933.166
4504014.755,428812.791,933.167
4504014.395,428810.722,933.172
4504014.035,428808.651,933.178
4504013.683,428806.575,933.173
4504013.342,428804.501,933.162
4504013.001,428802.425,933.163
4504012.664,428800.346,933.172
4504012.331,428798.263,933.185
4504012.002,428796.183,933.193
4504011.674,428794.098,933.203
4504011.353,428792.013,933.202
4504011.039,428789.924,933.206
4504010.725,428787.836,933.211
4504010.416,428785.747,933.221
4504010.11,428783.652,933.231
4504009.81,428781.556,933.232
4504009.515,428779.465,933.241
4504009.217,428777.368,933.252
4504008.926,428775.271,933.266
4504008.645,428773.17,933.269
4504008.372,428771.07,933.276
4504008.096,428768.968,933.284
4504007.824,428766.866,933.297
4504007.556,428764.763,933.314
4504007.297,428762.657,933.326
4504007.042,428760.547,933.338
4504006.79,428758.438,933.342
4504006.536,428756.334,933.351
4504006.287,428754.231,933.365
4504006.05,428752.12,933.381
4504005.817,428749.999,933.395
4504005.577,428747.887,933.415
4504005.341,428745.779,933.417
4504005.112,428743.663,933.421
4504004.892,428741.539,933.431
4504004.672,428739.413,933.44
4504004.453,428737.296,933.457
4504004.23,428735.176,933.467
4504004.016,428733.05,933.471
4504003.801,428730.921,933.475
4504003.588,428728.794,933.476
4504003.371,428726.668,933.476
4504003.164,428724.544,933.48
4504002.956,428722.414,933.486
4504002.749,428720.276,933.5
4504002.546,428718.147,933.504
4504002.338,428716.017,933.513
4504002.135,428713.885,933.523
4504001.931,428711.752,933.541
4504001.727,428709.618,933.567
4504001.534,428707.478,933.552
4504001.331,428705.343,933.569
4504001.124,428703.207,933.604
4504000.926,428701.07,933.624
4504000.756,428698.924,933.579
4504000.563,428696.78,933.591
4504000.372,428694.64,933.6
4504000.179,428692.504,933.61
4503999.98,428690.36,933.643
4503999.782,428688.214,933.683
4503999.606,428686.069,933.655
4503999.443,428683.924,933.611
4503999.25,428681.771,933.65
4503999.07,428679.624,933.663
4503998.887,428677.478,933.674
4503998.727,428675.341,933.629
4503998.546,428673.191,933.637
4503998.351,428671.03,933.705
4503998.182,428668.884,933.709
4503998.008,428666.737,933.721
4503997.832,428664.589,933.733
4503997.66,428662.444,933.738
4503997.499,428660.295,933.74
4503997.331,428658.143,933.743
4503997.15,428655.999,933.752
4503996.965,428653.861,933.744
4503996.766,428651.723,933.749
4503996.561,428649.587,933.757
4503996.348,428647.455,933.764
4503996.128,428645.332,933.786
4503995.901,428643.209,933.807
4503995.672,428641.086,933.822
4503995.448,428638.967,933.823
4503995.215,428636.852,933.833
4503994.982,428634.739,933.839
4503994.747,428632.628,933.851
4503994.512,428630.52,933.858
4503994.272,428628.412,933.867
4503994.036,428626.308,933.874
4503993.804,428624.197,933.89
4503993.556,428622.093,933.888
4503993.308,428619.994,933.896
4503993.063,428617.89,933.902
4503992.82,428615.783,933.905
4503992.571,428613.682,933.907
4503992.323,428611.58,933.916
4503992.074,428609.475,933.919
4503991.822,428607.369,933.927
4503991.57,428605.27,933.924
4503991.317,428603.171,933.933
4503991.068,428601.064,933.948
4503990.813,428598.959,933.965
4503990.56,428596.861,933.967
4503990.311,428594.759,933.969
4503990.068,428592.655,933.979
4503989.821,428590.552,933.993
4503989.583,428588.455,934.003
4503989.342,428586.347,934.021
4503989.106,428584.244,934.022
4503988.868,428582.144,934.03
4503988.634,428580.042,934.035
4503988.4,428577.94,934.045
4503988.169,428575.843,934.058
4503987.942,428573.741,934.065
4503987.719,428571.634,934.067
4503987.498,428569.535,934.086
4503987.27,428567.438,934.098
4503987.039,428565.344,934.128
4503986.82,428563.247,934.142
4503986.591,428561.143,934.165
4503986.368,428559.042,934.182
4503986.145,428556.947,934.196
4503985.923,428554.857,934.219
4503985.701,428552.752,934.241
4503985.482,428550.66,934.262
4503985.257,428548.561,934.276
4503985.032,428546.467,934.3
4503984.808,428544.371,934.308
4503984.579,428542.279,934.334
4503984.354,428540.184,934.356
4503984.126,428538.09,934.389
4503983.9,428535.999,934.413
4503983.667,428533.914,934.434
4503983.438,428531.825,934.455
4503983.195,428529.735,934.489
4503982.969,428527.651,934.51
4503982.736,428525.564,934.541
4503982.508,428523.478,934.575
4503982.29,428521.393,934.601
4503982.061,428519.303,934.641
4503981.828,428517.216,934.685
4503981.594,428515.13,934.724
4503981.364,428513.042,934.756
4503981.135,428510.956,934.793
4503980.902,428508.868,934.837
4503980.672,428506.783,934.865
4503980.443,428504.7,934.908
4503980.211,428502.615,934.958
4503979.983,428500.525,935.001
4503979.751,428498.441,935.042
4503979.518,428496.36,935.088
4503979.292,428494.274,935.132
4503979.069,428492.185,935.177
4503978.845,428490.101,935.219
4503978.617,428488.021,935.26
4503978.386,428485.94,935.309
4503978.167,428483.858,935.345
4503977.944,428481.776,935.405
4503977.72,428479.698,935.462
4503977.502,428477.62,935.529
4503977.28,428475.546,935.588
4503977.07,428473.462,935.62
4503976.846,428471.379,935.665
4503976.62,428469.305,935.715
4503976.397,428467.233,935.774
4503976.177,428465.163,935.834
4503975.964,428463.083,935.904
4503975.74,428461.01,935.978
4503975.52,428458.943,936.032
4503975.301,428456.869,936.092
4503975.088,428454.785,936.142
4503974.873,428452.71,936.205
4503974.654,428450.637,936.272
4503974.431,428448.563,936.343
4503974.216,428446.487,936.404
4503974.004,428444.414,936.456
4503973.786,428442.343,936.529
4503973.564,428440.269,936.624
4503973.337,428438.194,936.708
4503973.11,428436.114,936.801
4503972.89,428434.038,936.862
4503972.674,428431.964,936.928
4503972.454,428429.883,937.009
4503972.222,428427.81,937.09
4503971.987,428425.736,937.176
4503971.757,428423.661,937.255
4503971.534,428421.583,937.327
4503971.3,428419.504,937.413
4503971.056,428417.429,937.505
4503970.815,428415.357,937.579
4503970.569,428413.281,937.657
4503970.318,428411.203,937.734
4503970.059,428409.129,937.817
4503969.796,428407.057,937.894
4503969.528,428404.984,937.977
4503969.256,428402.914,938.043
4503968.972,428400.846,938.123
4503968.689,428398.776,938.204
4503968.397,428396.705,938.288
4503968.102,428394.64,938.368
4503967.797,428392.571,938.461
4503967.488,428390.504,938.546
4503967.17,428388.436,938.626
4503966.842,428386.375,938.704
4503966.511,428384.313,938.789
4503966.165,428382.247,938.884
4503965.816,428380.19,938.976
4503965.464,428378.134,939.06
4503965.11,428376.078,939.137
4503964.749,428374.015,939.227
4503964.376,428371.958,939.315
4503963.992,428369.91,939.396
4503963.603,428367.861,939.477
4503963.212,428365.807,939.556
4503962.809,428363.755,939.643
4503962.397,428361.706,939.714
4503961.982,428359.657,939.782
4503961.555,428357.611,939.85
4503961.122,428355.565,939.921
4503960.68,428353.52,939.992
4503960.229,428351.475,940.063
4503959.769,428349.437,940.132
4503959.298,428347.398,940.201
4503958.818,428345.361,940.272
4503958.334,428343.32,940.342
4503957.343,428339.248,940.488
4503957.343,428339.248,940.488
4503956.833,428337.213,940.552
4503956.316,428335.177,940.62
4503955.794,428333.145,940.679
4503955.26,428331.113,940.746
4503954.722,428329.084,940.809
4503954.173,428327.057,940.88
4503953.618,428325.027,940.946
4503953.05,428323,941.016
4503952.482,428320.976,941.074
4503951.904,428318.951,941.133
4503951.314,428316.928,941.19
4503950.716,428314.905,941.246
4503950.106,428312.882,941.3
4503949.487,428310.863,941.355
4503948.863,428308.844,941.405
4503948.23,428306.829,941.458
4503947.586,428304.813,941.517
4503946.932,428302.798,941.575
4503946.269,428300.785,941.622
4503945.601,428298.772,941.674
4503944.924,428296.754,941.723
4503944.234,428294.744,941.773
4503943.534,428292.737,941.82
4503942.831,428290.731,941.863
4503942.119,428288.721,941.908
4503941.395,428286.717,941.962
4503940.658,428284.714,942.021
4503939.914,428282.712,942.061
4503939.164,428280.713,942.101
4503938.403,428278.71,942.148
4503937.638,428276.709,942.189
4503936.861,428274.717,942.233
4503936.072,428272.72,942.271
4503935.274,428270.725,942.31
4503934.47,428268.732,942.336
4503933.652,428266.743,942.38
4503932.83,428264.754,942.417
4503931.991,428262.777,942.469
4503931.148,428260.793,942.493
4503930.299,428258.809,942.518
4503929.433,428256.835,942.563
4503928.572,428254.858,942.601
4503927.697,428252.881,942.633
4503926.811,428250.912,942.662
4503925.916,428248.951,942.698
4503925.011,428246.987,942.742
4503924.099,428245.024,942.784
4503923.183,428243.073,942.816
4503922.248,428241.119,942.879
4503921.323,428239.155,942.898
4503920.377,428237.2,942.934
4503919.433,428235.255,942.956
4503918.48,428233.309,942.973
4503917.519,428231.361,942.996
4503916.552,428229.421,943.018
4503915.581,428227.482,943.041
4503914.603,428225.544,943.07
4503913.619,428223.603,943.092
4503912.635,428221.666,943.095
4503911.639,428219.735,943.127
4503910.636,428217.802,943.152
4503909.626,428215.874,943.172
4503908.611,428213.953,943.186
4503907.59,428212.028,943.205
4503906.561,428210.104,943.219
4503905.534,428208.189,943.23
4503904.498,428206.274,943.24
4503903.452,428204.36,943.261
4503902.406,428202.448,943.284
4503901.354,428200.54,943.297
4503900.292,428198.635,943.31
4503899.227,428196.729,943.319
4503898.159,428194.832,943.334
4503897.084,428192.93,943.344
4503896.001,428191.028,943.354
4503893.832,428187.25,943.349
4503893.832,428187.25,943.349
4503892.736,428185.355,943.356
4503891.635,428183.468,943.36
4503890.525,428181.584,943.365
4503889.416,428179.702,943.357
4503888.309,428177.82,943.36
4503887.188,428175.94,943.37
4503886.057,428174.065,943.377
4503884.927,428172.191,943.367
4503883.798,428170.316,943.348
4503882.673,428168.436,943.325
4503881.537,428166.559,943.309
4503880.398,428164.692,943.304
4503879.267,428162.824,943.288
4503878.132,428160.95,943.275
4503876.997,428159.073,943.264
4503875.861,428157.201,943.252
4503874.728,428155.329,943.228
4503873.596,428153.456,943.201
4503872.466,428151.587,943.179
4503871.329,428149.715,943.175
4503870.192,428147.844,943.166
4503869.059,428145.972,943.145
4503867.929,428144.1,943.126
4503866.802,428142.225,943.117
4503865.669,428140.353,943.1
4503864.539,428138.485,943.086
4503863.409,428136.613,943.069
4503862.282,428134.736,943.051
4503861.158,428132.86,943.027
4503860.027,428130.987,943.006
4503858.9,428129.117,942.985
4503857.771,428127.24,942.959
4503856.65,428125.365,942.934
4503855.524,428123.487,942.911
4503854.403,428121.61,942.886
4503853.284,428119.733,942.855
4503852.16,428117.854,942.833
4503851.038,428115.977,942.803
4503849.92,428114.101,942.776
4503848.811,428112.218,942.756
4503847.691,428110.336,942.738
4503846.567,428108.462,942.713
4503845.443,428106.587,942.679
4503844.329,428104.706,942.639
4503843.215,428102.819,942.615
4503842.09,428100.93,942.59
4503840.969,428099.053,942.563
4503839.845,428097.176,942.526
4503838.718,428095.292,942.488
4503837.593,428093.407,942.453
4503836.468,428091.531,942.416
4503835.335,428089.654,942.371
4503834.208,428087.773,942.333
4503833.083,428085.894,942.291
4503831.952,428084.013,942.253
4503830.82,428082.135,942.216
4503829.688,428080.254,942.174
4503828.556,428078.368,942.13
4503827.419,428076.485,942.088
4503826.282,428074.608,942.041
4503825.144,428072.728,942.004
4503824.007,428070.84,941.947
4503822.865,428068.958,941.91
4503821.728,428067.074,941.845
4503820.591,428065.19,941.79
4503819.447,428063.303,941.746
4503818.302,428061.419,941.699
4503817.16,428059.537,941.652
4503816.011,428057.651,941.607
4503814.862,428055.763,941.551
4503813.713,428053.874,941.507
4503812.564,428051.984,941.441
4503811.411,428050.096,941.387
4503810.262,428048.208,941.329
4503809.107,428046.316,941.275
4503807.953,428044.428,941.213
4503806.805,428042.536,941.15
4503805.655,428040.639,941.097
4503804.504,428038.737,941.047
4503803.358,428036.84,940.978
4503802.216,428034.942,940.909
4503801.081,428033.037,940.846
4503799.942,428031.128,940.798
4503798.808,428029.218,940.731
4503797.681,428027.305,940.671
4503796.564,428025.382,940.599
4503795.451,428023.459,940.533
4503794.338,428021.533,940.489
4503793.231,428019.602,940.428
4503792.127,428017.669,940.368
4503791.035,428015.734,940.306
4503789.943,428013.79,940.257
4503788.854,428011.84,940.201
4503787.782,428009.886,940.122
4503786.72,428007.927,940.059
4503785.66,428005.963,939.991
4503784.607,428003.998,939.928
4503783.556,428002.029,939.881
4503782.519,428000.052,939.83
4503781.493,427998.066,939.766
4503780.474,427996.075,939.708
4503779.461,427994.082,939.641
4503778.462,427992.083,939.568
4503777.466,427990.077,939.5
4503776.48,427988.07,939.435
4503775.498,427986.059,939.379
4503774.532,427984.045,939.318
4503773.568,427982.023,939.272
4503772.616,427979.993,939.209
4503771.675,427977.965,939.145
4503770.739,427975.929,939.077
4503769.815,427973.889,939.013
4503768.897,427971.849,938.941
4503767.991,427969.806,938.875
4503767.09,427967.754,938.814
4503766.196,427965.698,938.755
4503765.313,427963.641,938.684
4503764.444,427961.582,938.61
4503763.585,427959.514,938.536
4503762.726,427957.441,938.472
4503761.882,427955.368,938.413
4503761.059,427953.293,938.326
4503760.237,427951.208,938.259
4503759.415,427949.126,938.209
4503758.606,427947.037,938.152
4503757.808,427944.945,938.09
4503757.026,427942.848,938.014
4503756.249,427940.75,937.955
4503755.487,427938.648,937.896
4503754.729,427936.546,937.846
4503753.983,427934.435,937.794
4503753.249,427932.323,937.736
4503752.528,427930.208,937.672
4503751.827,427928.085,937.605
4503751.138,427925.956,937.547
4503750.456,427923.828,937.493
4503749.788,427921.701,937.428
4503749.133,427919.566,937.363
4503748.49,427917.421,937.308
4503747.864,427915.273,937.243
4503747.247,427913.127,937.177
4503746.647,427910.982,937.097
4503746.058,427908.827,937.033
4503745.472,427906.668,936.98
4503744.898,427904.508,936.921
4503744.328,427902.347,936.856
4503743.777,427900.185,936.784
4503743.225,427898.02,936.731
4503742.152,427893.685,936.609
4503742.152,427893.685,936.609
4503741.628,427891.518,936.548
4503741.113,427889.345,936.5
4503740.603,427887.167,936.446
4503740.106,427884.986,936.382
4503739.619,427882.812,936.312
4503739.142,427880.638,936.25
4503738.676,427878.457,936.196
4503738.219,427876.271,936.135
4503737.777,427874.084,936.076
4503737.346,427871.9,936.01
4503736.923,427869.711,935.955
4503736.507,427867.521,935.901
4503736.099,427865.332,935.856
4503735.708,427863.139,935.794
4503735.327,427860.944,935.738
4503734.958,427858.745,935.679
4503734.594,427856.549,935.625
4503734.24,427854.355,935.573
4503733.898,427852.159,935.53
4503733.564,427849.958,935.481
4503733.235,427847.762,935.441
4503732.92,427845.565,935.392
4503732.611,427843.361,935.357
4503732.315,427841.161,935.313
4503732.032,427838.971,935.267
4503731.761,427836.772,935.227
4503731.491,427834.57,935.204
4503731.236,427832.37,935.17
4503730.994,427830.17,935.136
4503730.768,427827.97,935.109
4503730.554,427825.769,935.078
4503730.354,427823.571,935.05
4503730.164,427821.371,935.031
4503729.984,427819.175,935.001
4503729.813,427816.975,934.972
4503729.658,427814.777,934.947
4503729.515,427812.579,934.915
4503729.387,427810.388,934.884
4503729.271,427808.193,934.86
4503729.158,427805.999,934.844
4503729.05,427803.807,934.834
4503728.961,427801.617,934.805
4503728.885,427799.426,934.782
4503728.817,427797.239,934.769
4503728.756,427795.055,934.752
4503728.701,427792.873,934.741
4503728.658,427790.691,934.73
4503728.622,427788.504,934.717
4503728.596,427786.323,934.696
4503728.584,427784.144,934.687
4503728.572,427781.972,934.681
4503728.566,427779.791,934.685
4503728.562,427777.611,934.685
4503728.574,427775.432,934.669
4503728.595,427773.255,934.665
4503728.628,427771.075,934.665
4503728.661,427768.905,934.671
4503728.7,427766.741,934.68
4503728.747,427764.571,934.686
4503728.807,427762.393,934.693
4503728.882,427760.215,934.694
4503728.961,427758.045,934.694
4503729.053,427755.884,934.699
4503729.15,427753.728,934.718
4503729.255,427751.569,934.749
4503729.367,427749.403,934.775
4503729.505,427747.247,934.784
4503729.649,427745.09,934.789
4503729.805,427742.937,934.811
4503729.971,427740.787,934.831
4503730.334,427736.489,934.856
4503730.334,427736.489,934.856
4503730.524,427734.351,934.862
4503730.727,427732.218,934.885
4503730.937,427730.086,934.925
4503731.167,427727.954,934.958
4503731.409,427725.816,934.996
4503731.662,427723.682,935.009
4503731.92,427721.555,935.03
4503732.187,427719.435,935.045
4503732.464,427717.317,935.07
4503732.752,427715.204,935.1
4503733.053,427713.088,935.127
4503733.364,427710.977,935.149
4503733.684,427708.874,935.17
4503734.01,427706.769,935.197
4503734.349,427704.666,935.22
4503734.699,427702.57,935.249
4503735.054,427700.471,935.288
4503735.41,427698.371,935.329
4503735.78,427696.28,935.364
4503736.163,427694.183,935.402
4503736.561,427692.088,935.419
4503736.965,427689.999,935.439
4503737.372,427687.909,935.467
4503737.778,427685.819,935.505
4503738.207,427683.738,935.517
4503738.641,427681.651,935.53
4503739.087,427679.571,935.571
4503739.529,427677.489,935.602
4503739.971,427675.406,935.644
4503740.423,427673.332,935.682
4503740.885,427671.259,935.703
4503741.36,427669.18,935.729
4503741.845,427667.107,935.751
4503742.331,427665.029,935.783
4503742.827,427662.963,935.809
4503743.325,427660.902,935.839
4503743.83,427658.834,935.885
4503744.348,427656.769,935.899
4503744.879,427654.712,935.935
4503745.413,427652.657,935.975
4503745.956,427650.601,936.015
4503746.527,427648.553,936.048
4503747.107,427646.506,936.073
4503747.694,427644.466,936.101
4503748.293,427642.431,936.121
4503748.904,427640.399,936.149
4503749.528,427638.372,936.184
4503750.156,427636.343,936.227
4503750.799,427634.32,936.253
4503751.454,427632.305,936.28
4503752.125,427630.289,936.313
4503752.803,427628.276,936.347
4503753.489,427626.266,936.389
4503754.186,427624.264,936.424
4503754.889,427622.258,936.451
4503755.6,427620.261,936.472
4503756.325,427618.268,936.498
4503757.066,427616.277,936.529
4503757.815,427614.292,936.556
4503759.329,427610.328,936.619
4503759.329,427610.328,936.619
4503760.105,427608.354,936.64
4503760.894,427606.385,936.656
4503761.683,427604.416,936.689
4503762.474,427602.451,936.722
4503763.277,427600.487,936.751
4503764.088,427598.521,936.79
4503764.906,427596.559,936.817
4503765.726,427594.599,936.849
4503766.552,427592.645,936.876
4503767.388,427590.696,936.892
4503768.23,427588.745,936.92
4503769.074,427586.799,936.939
4503769.923,427584.855,936.968
4503770.78,427582.912,936.993
4503771.638,427580.97,937.025
4503773.373,427577.105,937.069
4503773.373,427577.105,937.069
4503774.25,427575.166,937.11
4503775.125,427573.233,937.152
4503775.995,427571.304,937.189
4503776.874,427569.381,937.224
4503777.762,427567.457,937.264
4503778.65,427565.55,937.271
4503779.541,427563.641,937.318
4503780.432,427561.735,937.35
4503781.314,427559.834,937.384
4503782.2,427557.939,937.418
4503783.09,427556.049,937.457
4503783.966,427554.159,937.489
4503784.843,427552.263,937.525
4503785.721,427550.375,937.556
4503786.608,427548.494,937.592
4503787.485,427546.613,937.628
4503788.359,427544.732,937.661
4503789.229,427542.859,937.685
4503790.092,427540.992,937.714
4503790.962,427539.124,937.737
4503791.829,427537.257,937.768
4503792.69,427535.395,937.791
4503793.541,427533.531,937.817
4503794.394,427531.67,937.83
4503795.236,427529.813,937.858
4503796.077,427527.952,937.884
4503796.914,427526.09,937.901
4503797.741,427524.23,937.916
4503798.557,427522.37,937.923
4503799.379,427520.505,937.94
4503800.189,427518.648,937.951
4503800.992,427516.787,937.98
4503801.79,427514.922,938.01
4503802.586,427513.053,938.043
4503803.375,427511.182,938.058
4503804.164,427509.32,938.061
4503804.945,427507.451,938.078
4503805.716,427505.579,938.108
4503806.486,427503.711,938.121
4503807.256,427501.845,938.132
4503808.022,427499.974,938.142
4503808.779,427498.096,938.16
4503809.514,427496.214,938.198
4503810.265,427494.344,938.188
4503811.007,427492.466,938.191
4503811.745,427490.583,938.2
4503812.476,427488.705,938.205
4503813.198,427486.817,938.221
4503813.922,427484.929,938.229
4503814.634,427483.038,938.23
4503815.335,427481.147,938.239
4503816.036,427479.253,938.252
4503816.732,427477.344,938.263
4503817.416,427475.438,938.264
4503818.093,427473.532,938.265
4503818.767,427471.617,938.264
4503819.429,427469.695,938.271
4503820.082,427467.768,938.27
4503820.726,427465.837,938.269
4503821.362,427463.907,938.266
4503821.986,427461.969,938.267
4503822.606,427460.032,938.27
4503823.218,427458.084,938.289
4503823.815,427456.134,938.301
4503824.401,427454.179,938.304
4503824.988,427452.224,938.294
4503825.573,427450.262,938.296
4503826.15,427448.294,938.298
4503826.719,427446.326,938.296
4503827.281,427444.358,938.285
4503827.841,427442.38,938.281
4503828.395,427440.402,938.281
4503828.938,427438.417,938.282
4503829.476,427436.433,938.281
4503830.013,427434.449,938.277
4503830.547,427432.454,938.271
4503831.066,427430.461,938.267
4503831.582,427428.473,938.255
4503832.088,427426.483,938.251
4503832.589,427424.494,938.247
4503833.084,427422.5,938.232
4503833.565,427420.506,938.232
4503834.037,427418.514,938.221
4503834.504,427416.521,938.213
4503834.956,427414.528,938.205
4503835.396,427412.534,938.198
4503835.828,427410.547,938.189
4503836.253,427408.556,938.177
4503836.671,427406.565,938.165
4503837.073,427404.576,938.162
4503837.469,427402.59,938.153
4503837.857,427400.607,938.144
4503838.236,427398.62,938.142
4503838.604,427396.638,938.132
4503838.965,427394.661,938.126
4503839.317,427392.678,938.118
4503839.66,427390.7,938.112
4503839.994,427388.731,938.101
4503840.323,427386.76,938.096
4503840.947,427382.818,938.104
4503840.947,427382.818,938.104
4503841.249,427380.854,938.094
4503841.544,427378.889,938.086
4503841.833,427376.928,938.072
4503842.109,427374.971,938.061
4503842.37,427373.02,938.045
4503842.624,427371.069,938.037
4503842.875,427369.109,938.031
4503843.112,427367.15,938.028
4503843.345,427365.201,938.018
4503843.567,427363.253,938.008
4503843.779,427361.298,938
4503843.977,427359.344,937.998
4503844.161,427357.401,937.99
4503841.554,427242.123,938.329
4503841.323,427240.283,938.348
4503841.093,427238.447,938.358
4503840.858,427236.611,938.376
4503840.614,427234.772,938.403
4503840.36,427232.934,938.428
4503840.103,427231.104,938.443
4503839.851,427229.277,938.453
4503839.589,427227.442,938.484
4503839.32,427225.607,938.515
4503839.045,427223.784,938.541
4503838.771,427221.965,938.558
4503838.492,427220.14,938.577
4503838.207,427218.316,938.598
4503837.919,427216.501,938.615
4503837.628,427214.684,938.641
4503837.337,427212.865,938.656
4503837.047,427211.054,938.67
4503836.747,427209.243,938.695
4503836.444,427207.432,938.718
4503836.141,427205.621,938.736
4503835.836,427203.816,938.757
4503835.528,427202.012,938.783
4503835.218,427200.204,938.812
4503834.907,427198.401,938.837
4503834.592,427196.597,938.874
4503834.275,427194.794,938.907
4503833.958,427192.986,938.94
4503833.638,427191.177,938.973
4503833.324,427189.369,938.99
4503833.006,427187.564,939.013
4503832.689,427185.761,939.027
4503832.369,427183.958,939.043
4503832.041,427182.158,939.075
4503831.714,427180.358,939.11
4503831.389,427178.559,939.135
4503831.065,427176.758,939.165
4503830.739,427174.961,939.189
4503830.412,427173.17,939.206
4503830.087,427171.384,939.233
4503829.761,427169.595,939.259
4503829.423,427167.809,939.304
4503829.091,427166.029,939.329
4503828.76,427164.254,939.355
4503828.43,427162.475,939.384
4503828.1,427160.7,939.412
4503827.768,427158.931,939.436
4503827.438,427157.168,939.462
4503827.108,427155.407,939.499
4503826.782,427153.648,939.536
4503826.448,427151.889,939.583
4503826.117,427150.136,939.617
4503825.789,427148.392,939.654
4503825.469,427146.646,939.675
4503825.143,427144.9,939.709
4503824.82,427143.167,939.744
4503824.497,427141.443,939.778
4503824.173,427139.713,939.833
4503823.851,427137.982,939.875
4503823.533,427136.261,939.902
4503823.218,427134.541,939.93
4503822.902,427132.823,939.966
4503822.585,427131.107,940
4503822.275,427129.396,940.028
4503821.963,427127.686,940.063
4503821.651,427125.976,940.1
4503821.34,427124.269,940.133
4503821.032,427122.567,940.166
4503820.727,427120.863,940.19
4503820.43,427119.167,940.216
4503820.132,427117.47,940.242
4503819.834,427115.774,940.269
4503819.535,427114.08,940.302
4503819.248,427112.389,940.32
4503818.95,427110.701,940.339
4503818.66,427109.006,940.378
4503818.363,427107.311,940.405
4503818.081,427105.623,940.427
4503817.792,427103.931,940.447
4503817.505,427102.236,940.479
4503817.223,427100.54,940.508
4503816.933,427098.845,940.532
4503816.653,427097.15,940.557
4503816.38,427095.454,940.58
4503816.1,427093.75,940.623
4503815.826,427092.05,940.64
4503815.548,427090.355,940.657
4503815.271,427088.658,940.68
4503814.996,427086.953,940.706
4503814.717,427085.247,940.733
4503814.447,427083.548,940.755
4503814.179,427081.847,940.771
4503813.91,427080.138,940.79
4503813.636,427078.427,940.802
4503813.367,427076.719,940.808
4503813.097,427075.01,940.821
4503812.827,427073.297,940.837
4503812.563,427071.584,940.834
4503812.29,427069.867,940.842
4503812.015,427068.155,940.852
4503811.745,427066.437,940.857
4503811.472,427064.715,940.874
4503811.195,427062.993,940.889
