y,x,z
4503810.923,427061.272,940.902
4503810.648,427059.548,940.918
4503810.372,427057.815,940.943
4503810.093,427056.084,940.961
4503809.536,427052.628,940.984
4503809.536,427052.628,940.984
4503808.989,427049.153,941.01
4503808.989,427049.153,941.01
4503808.718,427047.421,941.012
4503808.442,427045.682,941.021
4503808.166,427043.94,941.041
4503807.889,427042.195,941.057
4503807.619,427040.448,941.067
4503807.345,427038.698,941.077
4503807.072,427036.953,941.081
4503806.803,427035.199,941.087
4503806.533,427033.445,941.09
4503806.26,427031.691,941.107
4503805.99,427029.938,941.118
4503805.722,427028.181,941.122
4503805.454,427026.426,941.126
4503805.191,427024.673,941.135
4503804.925,427022.911,941.148
4503804.661,427021.151,941.152
4503804.399,427019.404,941.15
4503804.143,427017.658,941.151
4503803.889,427015.904,941.158
4503803.628,427014.147,941.166
4503803.375,427012.4,941.173
4503803.124,427010.651,941.169
4503802.874,427008.895,941.171
4503802.625,427007.14,941.165
4503802.385,427005.393,941.165
4503802.15,427003.649,941.166
4503801.914,427001.892,941.173
4503801.675,427000.133,941.179
4503801.435,426998.378,941.17
4503801.204,426996.625,941.156
4503800.973,426994.87,941.147
4503800.751,426993.112,941.141
4503800.521,426991.353,941.148
4503800.299,426989.595,941.157
4503800.08,426987.829,941.155
4503799.862,426986.059,941.157
4503799.647,426984.291,941.148
4503799.436,426982.525,941.13
4503799.222,426980.765,941.124
4503799.008,426978.992,941.128
4503798.795,426977.214,941.12
4503798.592,426975.437,941.111
4503798.391,426973.656,941.094
4503798.19,426971.874,941.083
4503797.99,426970.085,941.084
4503797.791,426968.294,941.075
4503797.601,426966.502,941.057
4503797.406,426964.711,941.038
4503797.212,426962.922,941.03
4503797.02,426961.12,941.023
4503796.833,426959.308,941.006
4503796.651,426957.495,940.993
4503796.463,426955.686,940.98
4503796.283,426953.874,940.964
4503796.102,426952.051,940.951
4503795.934,426950.223,940.935
4503795.76,426948.397,940.912
4503795.593,426946.577,940.905
4503795.418,426944.746,940.898
4503795.247,426942.905,940.903
4503795.077,426941.06,940.883
4503794.914,426939.218,940.866
4503794.75,426937.373,940.854
4503794.591,426935.521,940.85
4503794.423,426933.666,940.843
4503794.256,426931.809,940.843
4503794.092,426929.951,940.825
4503793.925,426928.086,940.823
4503793.755,426926.214,940.812
4503793.579,426924.338,940.803
4503793.41,426922.465,940.783
4503793.245,426920.59,940.77
4503793.077,426918.705,940.762
4503792.913,426916.819,940.751
4503792.749,426914.931,940.737
4503792.587,426913.034,940.736
4503792.419,426911.143,940.72
4503792.257,426909.249,940.72
4503792.086,426907.351,940.716
4503791.927,426905.443,940.71
4503791.76,426903.54,940.698
4503791.601,426901.635,940.684
4503791.435,426899.721,940.686
4503791.27,426897.802,940.677
4503791.104,426895.882,940.67
4503790.935,426893.961,940.644
4503790.775,426892.035,940.624
4503790.611,426890.107,940.604
4503790.446,426888.173,940.598
4503790.278,426886.237,940.589
4503790.113,426884.299,940.576
4503789.945,426882.358,940.565
4503789.779,426880.413,940.558
4503789.615,426878.462,940.549
4503789.449,426876.511,940.548
4503789.288,426874.556,940.538
4503789.123,426872.599,940.528
4503788.96,426870.639,940.522
4503788.792,426868.673,940.514
4503788.633,426866.707,940.498
4503788.463,426864.738,940.493
4503788.297,426862.769,940.488
4503788.128,426860.793,940.483
4503787.964,426858.814,940.481
4503787.801,426856.836,940.481
4503787.638,426854.855,940.478
4503787.47,426852.87,940.494
4503787.303,426850.884,940.512
4503787.137,426848.893,940.525
4503786.973,426846.899,940.534
4503786.808,426844.903,940.539
4503786.641,426842.904,940.542
4503786.475,426840.902,940.551
4503786.307,426838.901,940.554
4503786.139,426836.9,940.558
4503785.969,426834.904,940.573
4503785.794,426832.896,940.596
4503785.618,426830.887,940.611
4503785.442,426828.882,940.618
4503785.267,426826.874,940.624
4503785.094,426824.864,940.639
4503784.916,426822.851,940.661
4503784.734,426820.843,940.67
4503784.557,426818.833,940.681
4503784.379,426816.82,940.694
4503784.2,426814.805,940.709
4503784.022,426812.792,940.728
4503783.84,426810.778,940.75
4503783.658,426808.765,940.782
4503783.484,426806.743,940.805
4503783.309,426804.724,940.826
4503783.127,426802.71,940.85
4503782.947,426800.691,940.878
4503782.767,426798.668,940.9
4503782.583,426796.651,940.925
4503782.4,426794.631,940.952
4503782.222,426792.606,940.98
4503782.041,426790.584,941.004
4503781.859,426788.562,941.029
4503781.68,426786.538,941.053
4503781.502,426784.512,941.076
4503781.324,426782.484,941.095
4503781.142,426780.462,941.115
4503780.958,426778.435,941.142
4503780.781,426776.408,941.158
4503780.601,426774.381,941.182
4503780.418,426772.352,941.203
4503780.237,426770.323,941.226
4503780.057,426768.295,941.251
4503779.881,426766.264,941.276
4503779.703,426764.232,941.305
4503779.523,426762.203,941.328
4503779.343,426760.172,941.351
4503779.164,426758.141,941.39
4503778.984,426756.108,941.416
4503778.811,426754.073,941.443
4503778.639,426752.043,941.448
4503778.455,426750.011,941.5
4503778.275,426747.976,941.542
4503778.09,426745.944,941.582
4503777.925,426743.91,941.607
4503777.752,426741.871,941.628
4503777.573,426739.84,941.668
4503777.399,426737.803,941.705
4503777.221,426735.764,941.749
4503777.057,426733.727,941.759
4503776.884,426731.692,941.781
4503776.708,426729.652,941.808
4503776.529,426727.618,941.852
4503776.36,426725.578,941.865
4503776.187,426723.539,941.893
4503776.014,426721.497,941.916
4503775.836,426719.461,941.938
4503775.655,426717.421,941.964
4503775.477,426715.38,941.992
4503775.297,426713.341,942.012
4503775.116,426711.3,942.036
4503774.938,426709.261,942.062
4503774.756,426707.222,942.089
4503774.574,426705.183,942.119
4503774.388,426703.142,942.159
4503774.204,426701.102,942.194
4503774.019,426699.06,942.227
4503773.837,426697.016,942.256
4503773.654,426694.974,942.28
4503773.47,426692.934,942.303
4503773.294,426690.892,942.331
4503773.111,426688.851,942.367
4503772.93,426686.81,942.39
4503772.744,426684.77,942.416
4503772.559,426682.729,942.449
4503772.37,426680.687,942.485
4503772.189,426678.647,942.507
4503772.004,426676.604,942.532
4503771.823,426674.563,942.564
4503771.635,426672.523,942.596
4503771.463,426670.482,942.612
4503771.285,426668.438,942.65
4503771.101,426666.399,942.679
4503770.918,426664.359,942.704
4503770.736,426662.318,942.735
4503770.555,426660.277,942.762
4503770.371,426658.236,942.788
4503770.188,426656.194,942.81
4503770.009,426654.156,942.835
4503769.824,426652.112,942.865
4503769.639,426650.072,942.888
4503769.454,426648.033,942.91
4503769.272,426645.992,942.942
4503769.085,426643.946,942.972
4503768.904,426641.909,942.993
4503768.721,426639.867,943.009
4503768.545,426637.826,943.038
4503768.36,426635.786,943.064
4503768.181,426633.748,943.092
4503767.996,426631.703,943.122
4503767.808,426629.664,943.154
4503767.629,426627.624,943.173
4503767.444,426625.581,943.203
4503767.262,426623.545,943.232
4503767.08,426621.506,943.265
4503766.901,426619.463,943.297
4503766.718,426617.427,943.327
4503766.536,426615.387,943.356
4503766.351,426613.347,943.394
4503766.169,426611.305,943.418
4503765.989,426609.268,943.445
4503765.808,426607.226,943.486
4503765.629,426605.183,943.511
4503765.44,426603.149,943.532
4503765.257,426601.121,943.551
4503765.075,426599.08,943.591
4503764.895,426597.036,943.633
4503764.713,426594.996,943.662
4503764.529,426592.961,943.678
4503764.351,426590.928,943.699
4503764.172,426588.892,943.733
4503763.993,426586.851,943.769
4503763.819,426584.812,943.806
4503763.636,426582.777,943.823
4503763.457,426580.746,943.844
4503763.278,426578.71,943.88
4503763.099,426576.67,943.921
4503762.922,426574.631,943.956
4503762.744,426572.598,943.979
4503762.565,426570.562,944
4503762.387,426568.527,944.027
4503762.209,426566.489,944.054
4503762.033,426564.455,944.086
4503761.853,426562.418,944.116
4503761.676,426560.382,944.143
4503761.501,426558.344,944.173
4503761.323,426556.308,944.2
4503761.147,426554.273,944.229
4503760.972,426552.241,944.256
4503760.793,426550.204,944.293
4503760.616,426548.166,944.331
4503760.443,426546.131,944.361
4503760.268,426544.095,944.38
4503760.094,426542.06,944.411
4503759.919,426540.022,944.445
4503759.743,426537.988,944.484
4503759.567,426535.952,944.511
4503759.388,426533.917,944.546
4503759.213,426531.882,944.571
4503759.035,426529.849,944.607
4503758.869,426527.81,944.61
4503758.696,426525.773,944.646
4503758.509,426523.741,944.711
4503758.353,426521.701,944.693
4503758.183,426519.666,944.724
4503758.015,426517.628,944.748
4503757.846,426515.591,944.78
4503757.678,426513.556,944.799
4503757.515,426511.52,944.823
4503757.349,426509.481,944.853
4503757.187,426507.446,944.884
4503757.025,426505.409,944.91
4503756.862,426503.369,944.936
4503756.704,426501.334,944.961
4503756.549,426499.299,944.984
4503756.39,426497.259,945.016
4503756.234,426495.224,945.053
4503756.079,426493.191,945.08
4503755.929,426491.15,945.114
4503755.775,426489.11,945.15
4503755.631,426487.075,945.154
4503755.482,426485.035,945.17
4503755.332,426482.997,945.19
4503755.183,426480.956,945.215
4503755.037,426478.92,945.236
4503754.892,426476.884,945.262
4503754.749,426474.845,945.29
4503754.606,426472.803,945.321
4503754.464,426470.765,945.351
4503754.326,426468.725,945.373
4503754.189,426466.686,945.403
4503754.049,426464.647,945.435
4503753.774,426460.569,945.504
4503753.774,426460.569,945.504
4503753.642,426458.528,945.53
4503753.504,426456.489,945.555
4503753.378,426454.451,945.588
4503753.247,426452.41,945.621
4503753.117,426450.372,945.653
4503752.988,426448.332,945.679
4503752.861,426446.292,945.707
4503752.734,426444.252,945.735
4503752.603,426442.209,945.757
4503752.478,426440.169,945.787
4503752.358,426438.13,945.81
4503752.243,426436.09,945.842
4503752.123,426434.046,945.875
4503752.009,426432.007,945.902
4503751.898,426429.968,945.917
4503751.793,426427.929,945.94
4503751.69,426425.891,945.967
4503751.591,426423.851,946
4503751.496,426421.81,946.031
4503751.404,426419.767,946.062
4503751.314,426417.726,946.084
4503751.228,426415.692,946.112
4503751.146,426413.648,946.149
4503751.068,426411.604,946.187
4503750.993,426409.561,946.211
4503750.923,426407.518,946.23
4503750.857,426405.479,946.249
4503750.792,426403.44,946.281
4503750.727,426401.397,946.317
4503750.663,426399.356,946.343
4503750.604,426397.313,946.369
4503750.552,426395.273,946.393
4503750.502,426393.229,946.42
4503750.452,426391.187,946.453
4503750.404,426389.143,946.483
4503750.363,426387.102,946.5
4503750.32,426385.059,946.532
4503750.279,426383.015,946.559
4503750.243,426380.973,946.587
4503750.21,426378.933,946.612
4503750.176,426376.89,946.644
4503750.147,426374.848,946.679
4503750.121,426372.805,946.71
4503750.097,426370.762,946.742
4503750.072,426368.718,946.764
4503750.056,426366.677,946.79
4503750.036,426364.634,946.826
4503750.02,426362.592,946.852
4503750.007,426360.548,946.871
4503749.993,426358.506,946.895
4503749.986,426356.464,946.922
4503749.974,426354.419,946.956
4503749.962,426352.379,946.979
4503749.958,426350.34,946.998
4503749.961,426348.296,947.024
4503749.963,426346.251,947.062
4503749.963,426344.21,947.09
4503749.97,426342.169,947.114
4503749.984,426340.123,947.13
4503749.998,426338.075,947.154
4503750.009,426336.034,947.182
4503750.021,426333.997,947.219
4503750.04,426331.959,947.258
4503750.062,426329.913,947.292
4503750.084,426327.866,947.323
4503750.11,426325.823,947.345
4503750.143,426323.78,947.364
4503750.177,426321.738,947.4
4503750.208,426319.699,947.43
4503750.242,426317.659,947.468
4503750.279,426315.614,947.5
4503750.319,426313.57,947.522
4503750.363,426311.525,947.549
4503750.409,426309.479,947.58
4503750.453,426307.43,947.607
4503750.499,426305.382,947.629
4503750.555,426303.336,947.647
4503750.609,426301.29,947.677
4503750.661,426299.237,947.71
4503750.723,426297.187,947.74
4503750.78,426295.132,947.754
4503750.843,426293.079,947.77
4503750.907,426291.025,947.785
4503750.973,426288.974,947.806
4503751.04,426286.92,947.835
4503751.106,426284.863,947.862
4503751.178,426282.803,947.889
4503751.249,426280.745,947.908
4503751.323,426278.689,947.918
4503751.399,426276.626,947.945
4503751.474,426274.566,947.971
4503751.552,426272.506,947.993
4503751.633,426270.443,948.017
4503751.715,426268.374,948.037
4503751.801,426266.305,948.062
4503751.876,426264.237,948.088
4503751.956,426262.172,948.113
4503752.041,426260.104,948.13
4503752.135,426258.031,948.154
4503752.223,426255.959,948.178
4503752.305,426253.89,948.214
4503752.411,426251.818,948.212
4503752.506,426249.744,948.238
4503752.603,426247.668,948.268
4503752.704,426245.596,948.295
4503752.806,426243.522,948.318
4503752.918,426241.443,948.341
4503753.029,426239.361,948.359
4503753.143,426237.282,948.372
4503753.259,426235.207,948.398
4503753.372,426233.127,948.434
4503753.488,426231.046,948.46
4503753.608,426228.967,948.485
4503753.736,426226.888,948.505
4503753.868,426224.801,948.524
4503754.007,426222.716,948.534
4503754.139,426220.632,948.549
4503754.282,426218.552,948.571
4503754.432,426216.456,948.583
4503754.58,426214.366,948.584
4503754.732,426212.278,948.59
4503754.883,426210.186,948.607
4503755.037,426208.085,948.619
4503755.196,426205.992,948.626
4503755.362,426203.899,948.63
4503755.53,426201.801,948.636
4503755.695,426199.704,948.651
4503755.869,426197.605,948.664
4503756.046,426195.504,948.674
4503756.228,426193.4,948.686
4503756.407,426191.299,948.695
4503756.591,426189.194,948.708
4503756.78,426187.086,948.718
4503756.976,426184.979,948.726
4503757.168,426182.873,948.734
4503757.378,426180.759,948.74
4503757.577,426178.647,948.772
4503757.769,426176.535,948.77
4503757.987,426174.423,948.776
4503758.198,426172.307,948.783
4503758.412,426170.193,948.787
4503758.628,426168.076,948.801
4503758.85,426165.957,948.808
4503759.075,426163.837,948.818
4503759.298,426161.717,948.82
4503759.53,426159.596,948.833
4503759.766,426157.476,948.841
4503760.006,426155.352,948.858
4503760.255,426153.227,948.864
4503760.514,426151.105,948.871
4503760.779,426148.98,948.878
4503761.046,426146.856,948.89
4503761.321,426144.733,948.901
4503761.605,426142.607,948.918
4503761.902,426140.478,948.921
4503762.198,426138.353,948.928
4503762.502,426136.23,948.941
4503762.814,426134.104,948.957
4503763.133,426131.979,948.956
4503763.456,426129.862,948.969
4503763.789,426127.738,948.972
4503764.13,426125.614,948.975
4503764.476,426123.495,948.976
4503764.828,426121.377,948.984
4503765.186,426119.26,948.986
4503765.549,426117.144,948.997
4503766.287,426112.917,949.038
4503766.287,426112.917,949.038
4503766.673,426110.806,949.042
4503767.065,426108.695,949.048
4503767.461,426106.584,949.059
4503767.861,426104.479,949.067
4503768.269,426102.374,949.071
4503768.687,426100.267,949.09
4503769.108,426098.164,949.105
4503769.532,426096.065,949.112
4503769.964,426093.967,949.124
4503770.407,426091.863,949.126
4503770.856,426089.774,949.131
4503771.305,426087.688,949.147
4503771.758,426085.597,949.18
4503772.219,426083.505,949.197
4503772.684,426081.418,949.204
4503773.159,426079.337,949.208
4503773.637,426077.254,949.214
4503774.123,426075.173,949.232
4503774.612,426073.098,949.24
4503775.102,426071.029,949.248
4503775.597,426068.961,949.259
4503776.099,426066.895,949.275
4503776.602,426064.832,949.29
4503777.112,426062.766,949.309
4503777.622,426060.707,949.309
4503778.14,426058.657,949.305
4503778.662,426056.607,949.31
4503779.19,426054.558,949.326
4503779.719,426052.513,949.345
4503780.246,426050.472,949.358
4503780.777,426048.432,949.377
4503781.311,426046.397,949.384
4503781.86,426044.365,949.398
4503782.408,426042.334,949.424
4503782.957,426040.306,949.445
4503783.504,426038.283,949.453
4503784.066,426036.268,949.457
4503784.632,426034.25,949.465
4503785.205,426032.237,949.473
4503785.784,426030.233,949.482
4503786.36,426028.234,949.492
4503786.947,426026.238,949.508
4503787.541,426024.235,949.534
4503788.138,426022.241,949.551
4503789.329,426018.264,949.569
4503789.329,426018.264,949.569
4503790.551,426014.295,949.586
4503790.551,426014.295,949.586
4503791.786,426010.339,949.599
4503791.786,426010.339,949.599
4503792.395,426008.371,949.622
4503793.023,426006.396,949.636
4503793.653,426004.421,949.653
4503794.283,426002.449,949.661
4503794.914,426000.481,949.666
4503795.549,425998.519,949.681
4503796.18,425996.547,949.714
4503796.803,425994.577,949.745
4503797.434,425992.612,949.767
4503798.064,425990.646,949.778
4503798.703,425988.683,949.795
4503799.334,425986.712,949.819
4503799.96,425984.746,949.845
4503800.592,425982.776,949.857
4503801.219,425980.81,949.859
4503801.852,425978.85,949.86
4503802.488,425976.882,949.884
4503803.11,425974.914,949.913
4503803.73,425972.951,949.955
4503804.349,425970.988,949.969
4503804.972,425969.02,949.987
4503805.596,425967.046,950.003
4503806.219,425965.068,950.022
4503806.837,425963.091,950.041
4503807.446,425961.12,950.054
4503808.055,425959.147,950.069
4503808.662,425957.167,950.091
4503809.265,425955.187,950.103
4503809.861,425953.202,950.114
4503810.452,425951.217,950.12
4503811.038,425949.232,950.131
4503811.62,425947.244,950.145
4503812.197,425945.254,950.163
4503812.765,425943.263,950.175
4503813.336,425941.268,950.187
4503813.882,425939.271,950.192
4503814.431,425937.27,950.207
4503814.972,425935.268,950.221
4503815.505,425933.264,950.228
4503816.033,425931.261,950.24
4503816.555,425929.248,950.25
4503817.063,425927.235,950.273
4503817.572,425925.223,950.279
4503818.069,425923.209,950.288
4503818.559,425921.189,950.305
4503819.043,425919.165,950.324
4503819.519,425917.143,950.332
4503819.986,425915.122,950.344
4503820.445,425913.092,950.358
4503820.9,425911.06,950.365
4503821.341,425909.026,950.374
4503821.779,425906.998,950.377
4503822.215,425904.963,950.388
4503822.637,425902.921,950.409
4503823.048,425900.879,950.432
4503823.446,425898.838,950.438
4503823.836,425896.794,950.442
4503824.221,425894.746,950.458
4503824.596,425892.695,950.479
4503824.96,425890.644,950.494
4503825.316,425888.592,950.506
4503825.662,425886.537,950.509
4503826.001,425884.476,950.521
4503826.328,425882.416,950.524
4503826.648,425880.359,950.53
4503826.958,425878.294,950.539
4503827.256,425876.227,950.552
4503827.546,425874.162,950.557
4503827.833,425872.096,950.562
4503828.108,425870.024,950.575
4503828.369,425867.954,950.56
4503828.625,425865.879,950.562
4503828.873,425863.808,950.563
4503829.12,425861.732,950.567
4503829.358,425859.652,950.58
4503829.59,425857.573,950.588
4503829.815,425855.498,950.593
4503830.034,425853.417,950.606
4503830.243,425851.336,950.615
4503830.457,425849.252,950.623
4503830.661,425847.163,950.626
4503830.859,425845.082,950.62
4503831.05,425843.003,950.628
4503831.422,425838.821,950.674
4503831.422,425838.821,950.674
4503831.601,425836.733,950.689
4503831.778,425834.65,950.69
4503831.955,425832.557,950.698
4503832.13,425830.464,950.706
4503832.297,425828.37,950.706
4503832.46,425826.28,950.707
4503832.626,425824.195,950.704
4503832.793,425822.099,950.717
4503832.957,425820.002,950.728
4503833.12,425817.909,950.736
4503833.28,425815.814,950.738
4503833.445,425813.719,950.73
4503833.614,425811.621,950.729
4503833.783,425809.522,950.731
4503833.958,425807.423,950.725
4503834.13,425805.33,950.71
4503834.303,425803.236,950.711
4503834.472,425801.14,950.727
4503834.636,425799.038,950.745
4503834.808,425796.937,950.758
4503834.992,425794.84,950.766
4503835.174,425792.737,950.768
4503835.356,425790.636,950.772
4503835.54,425788.537,950.776
4503835.725,425786.437,950.79
4503835.918,425784.338,950.796
4503836.112,425782.236,950.814
4503836.307,425780.134,950.828
4503836.51,425778.034,950.847
4503836.71,425775.931,950.853
4503836.921,425773.834,950.855
4503837.14,425771.73,950.87
4503837.359,425769.634,950.88
4503837.586,425767.534,950.888
4503837.818,425765.434,950.901
4503838.062,425763.331,950.922
4503838.309,425761.233,950.926
4503838.562,425759.138,950.933
4503838.815,425757.033,950.948
4503839.08,425754.934,950.954
4503839.349,425752.835,950.955
4503839.632,425750.738,950.959
4503839.918,425748.635,950.97
4503840.205,425746.543,950.98
4503840.503,425744.448,950.984
4503840.808,425742.348,951.002
4503841.119,425740.248,951.011
4503841.431,425738.154,951.014
4503841.757,425736.057,951.019
4503842.09,425733.96,951.028
4503842.425,425731.862,951.039
4503842.772,425729.769,951.039
4503843.121,425727.676,951.041
4503843.477,425725.582,951.054
4503843.839,425723.488,951.07
4503844.213,425721.397,951.081
4503844.592,425719.306,951.089
4503844.977,425717.221,951.096
4503845.374,425715.128,951.112
4503845.78,425713.039,951.127
4503846.193,425710.95,951.144
4503846.614,425708.867,951.147
4503847.037,425706.783,951.158
4503847.473,425704.7,951.176
4503847.914,425702.617,951.198
4503848.367,425700.534,951.212
4503848.831,425698.455,951.217
4503849.3,425696.379,951.231
4503849.778,425694.301,951.244
4503850.271,425692.228,951.263
4503850.772,425690.158,951.28
4503851.284,425688.09,951.292
4503851.806,425686.027,951.314
4503852.337,425683.964,951.333
4503852.884,425681.903,951.358
4503853.443,425679.847,951.379
4503905.566,425563.801,954.362
4503906.63,425561.98,954.459
4503907.702,425560.162,954.549
4503908.78,425558.354,954.626
4503909.866,425556.553,954.693
4503910.95,425554.75,954.786
4503912.035,425552.944,954.884
4503913.119,425551.141,954.975
4503914.213,425549.345,955.054
4503915.309,425547.548,955.131
4503916.409,425545.753,955.211
4503917.505,425543.957,955.301
4503918.604,425542.165,955.38
4503919.702,425540.374,955.462
4503920.799,425538.584,955.549
4503921.897,425536.791,955.639
4503923.002,425534.999,955.726
4503924.102,425533.206,955.813
4503925.202,425531.419,955.898
4503926.303,425529.627,955.982
4503927.407,425527.841,956.062
4503928.512,425526.051,956.149
4503929.618,425524.263,956.238
4503930.716,425522.471,956.325
4503931.819,425520.688,956.407
4503932.922,425518.901,956.497
4503934.027,425517.115,956.593
4503935.133,425515.33,956.689
4503936.235,425513.544,956.781
4503937.338,425511.756,956.873
4503938.437,425509.97,956.964
4503939.539,425508.182,957.066
4503940.635,425506.393,957.163
4503941.73,425504.612,957.247
4503942.824,425502.828,957.343
4503943.922,425501.04,957.433
4503945.026,425499.247,957.525
4503946.126,425497.455,957.612
4503947.215,425495.67,957.705
4503948.308,425493.887,957.798
4503949.407,425492.105,957.89
4503950.505,425490.318,957.978
4503951.597,425488.531,958.072
4503952.682,425486.744,958.167
4503953.767,425484.958,958.251
4503954.858,425483.175,958.337
4503955.954,425481.39,958.426
4503957.046,425479.606,958.521
4503958.13,425477.819,958.615
4503959.214,425476.035,958.699
4503960.295,425474.252,958.789
4503961.379,425472.47,958.878
4503962.468,425470.684,958.972
4503963.561,425468.901,959.063
4503964.647,425467.118,959.153
4503965.731,425465.333,959.239
4503966.816,425463.556,959.324
4503967.902,425461.776,959.422
4503968.989,425459.996,959.52
4503970.077,425458.216,959.612
4503971.16,425456.436,959.7
4503972.247,425454.659,959.791
4503973.334,425452.882,959.88
4503974.426,425451.107,959.974
4503975.515,425449.333,960.069
4503976.602,425447.557,960.16
4503977.691,425445.785,960.241
4503978.779,425444.011,960.324
4503979.871,425442.241,960.409
4503980.963,425440.466,960.501
4503982.051,425438.696,960.582
4503983.134,425436.928,960.67
4503984.221,425435.157,960.769
4503985.311,425433.384,960.86
4503986.4,425431.614,960.953
4503987.486,425429.845,961.048
4503988.569,425428.074,961.145
4503989.655,425426.302,961.244
4503990.736,425424.531,961.331
4503991.818,425422.76,961.419
4503992.898,425420.995,961.482
4503993.984,425419.226,961.578
4503995.067,425417.453,961.665
4503996.144,425415.684,961.752
4503997.223,425413.908,961.837
4503998.296,425412.136,961.916
4503999.374,425410.365,962.004
4504000.453,425408.597,962.087
4504001.534,425406.827,962.183
4504002.612,425405.058,962.268
4504003.686,425403.285,962.362
4504004.762,425401.515,962.45
4504005.846,425399.749,962.545
4504006.926,425397.981,962.637
4504008.003,425396.214,962.731
4504009.08,425394.448,962.816
4504010.157,425392.681,962.905
4504011.238,425390.917,962.989
4504012.317,425389.152,963.077
4504013.399,425387.391,963.165
4504014.479,425385.63,963.254
4504015.561,425383.864,963.343
4504016.642,425382.101,963.429
4504017.72,425380.343,963.512
4504018.8,425378.58,963.602
4504019.877,425376.816,963.693
4504020.958,425375.055,963.776
4504022.037,425373.297,963.862
4504023.118,425371.535,963.958
4504024.198,425369.774,964.047
4504025.278,425368.019,964.134
4504026.361,425366.262,964.224
4504027.445,425364.502,964.315
4504028.52,425362.741,964.407
4504029.597,425360.987,964.49
4504030.68,425359.228,964.586
4504031.758,425357.468,964.679
4504032.839,425355.714,964.772
4504033.916,425353.961,964.861
4504034.997,425352.205,964.952
4504037.163,425348.695,965.135
4504037.163,425348.695,965.135
4504038.243,425346.943,965.222
4504040.406,425343.44,965.397
4504040.406,425343.44,965.397
4504041.49,425341.689,965.486
4504042.571,425339.938,965.571
4504043.649,425338.188,965.662
4504044.728,425336.445,965.751
4504045.809,425334.695,965.85
4504046.89,425332.94,965.945
4504047.97,425331.192,966.034
4504049.05,425329.447,966.12
4504050.126,425327.703,966.216
4504051.201,425325.957,966.326
4504052.278,425324.207,966.435
4504054.424,425320.71,966.616
4504054.424,425320.71,966.616
4504055.499,425318.969,966.703
4504056.574,425317.226,966.802
4504057.645,425315.48,966.91
4504058.716,425313.738,967.016
4504059.786,425311.993,967.12
4504060.857,425310.248,967.214
4504061.932,425308.504,967.303
4504062.999,425306.763,967.397
4504065.12,425303.283,967.618
4504065.12,425303.283,967.618
4504066.18,425301.537,967.726
4504068.3,425298.047,967.921
4504068.3,425298.047,967.921
4504070.406,425294.555,968.111
4504070.406,425294.555,968.111
4504071.456,425292.812,968.21
4504072.504,425291.064,968.317
4504073.55,425289.317,968.411
4504074.593,425287.57,968.502
4504076.671,425284.071,968.69
4504076.671,425284.071,968.69
4504077.703,425282.318,968.79
4504078.732,425280.566,968.885
4504079.762,425278.811,968.98
4504080.786,425277.059,969.08
4504081.808,425275.301,969.178
4504082.826,425273.543,969.276
4504084.85,425270.031,969.462
4504084.85,425270.031,969.462
4504085.859,425268.264,969.56
4504086.862,425266.506,969.655
4504087.86,425264.745,969.753
4504088.855,425262.97,969.852
4504089.845,425261.203,969.948
4504091.802,425257.649,970.142
4504091.802,425257.649,970.142
4504092.771,425255.871,970.238
4504093.736,425254.09,970.331
4504094.696,425252.306,970.432
4504095.648,425250.523,970.534
4504096.597,425248.733,970.632
4504098.47,425245.146,970.822
4504098.47,425245.146,970.822
4504099.398,425243.347,970.925
4504100.325,425241.549,971.025
4504101.241,425239.746,971.122
4504102.151,425237.939,971.219
4504103.054,425236.131,971.304
4504103.947,425234.318,971.39
4504104.835,425232.503,971.493
4504105.714,425230.685,971.586
4504106.586,425228.863,971.689
4504107.441,425227.036,971.783
4504109.149,425223.376,971.976
4504109.149,425223.376,971.976
4504109.995,425221.539,972.072
4504111.646,425217.86,972.245
4504111.646,425217.86,972.245
4504112.455,425216.012,972.34
4504113.26,425214.158,972.43
4504114.051,425212.304,972.518
4504114.836,425210.444,972.6
4504115.613,425208.581,972.687
4504116.378,425206.716,972.776
4504117.133,425204.849,972.869
4504118.619,425201.104,973.057
4504118.619,425201.104,973.057
4504119.351,425199.225,973.146
4504120.787,425195.46,973.339
4504120.787,425195.46,973.339
4504121.493,425193.577,973.445
4504122.188,425191.69,973.54
4504122.875,425189.796,973.629
4504123.551,425187.901,973.73
4504125.532,425182.199,974.004
4504125.532,425182.199,974.004
4504125.532,425182.199,974.004
4504127.426,425176.467,974.275
4504127.426,425176.467,974.275
4504127.426,425176.467,974.275
4504128.034,425174.554,974.368
4504128.638,425172.638,974.463
4504130.398,425166.869,974.743
4504130.398,425166.869,974.743
4504130.398,425166.869,974.743
4504132.068,425161.086,975.024
4504132.068,425161.086,975.024
4504132.068,425161.086,975.024
4504132.608,425159.153,975.124
4504133.141,425157.219,975.213
4504134.176,425153.346,975.386
4504134.176,425153.346,975.386
4504135.172,425149.468,975.583
4504135.172,425149.468,975.583
4504135.655,425147.521,975.683
4504136.605,425143.629,975.869
4504136.605,425143.629,975.869
4504137.527,425139.733,976.052
4504137.527,425139.733,976.052
4504137.972,425137.785,976.14
4504138.845,425133.874,976.336
4504138.845,425133.874,976.336
4504139.274,425131.915,976.422
4504139.696,425129.961,976.494
4504140.107,425128.005,976.572
4504140.907,425124.078,976.753
4504140.907,425124.078,976.753
4504141.295,425122.116,976.834
