X,Y,Z
422036.5,4505841.84,911.28
422046.94,4505839.42,911.09
422057.59,4505836.82,910.92
422068.46,4505834.08,910.88
422079.51,4505831.3,910.74
422090.78,4505828.44,910.59
422102.24,4505825.47,910.47
422113.82,4505822.35,910.49
422125.67,4505819.31,910.08
422137.57,4505816.2,910.05
422149.57,4505813.18,910.02
422161.63,4505810.19,910.08
422173.72,4505807.18,910.15
422185.81,4505804.09,910.22
422197.86,4505800.93,910.46
422210.04,4505797.74,910.59
422222.48,4505794.44,910.73
422235.2,4505791.09,910.95
422248.09,4505787.64,911.18
422261.11,4505784.07,911.54
422274.16,4505780.34,912.04
422287.29,4505776.51,912.49
422300.4,4505772.5,912.97
422313.42,4505768.3,913.5
422326.39,4505763.85,914.08
422339.28,4505759.14,914.62
422352.13,4505754.16,915.19
422364.93,4505748.93,915.75
422377.83,4505743.5,916.33
422390.83,4505737.85,916.88
422403.92,4505731.99,917.46
422417.08,4505725.93,918.07
422430.3,4505719.71,918.64
422443.6,4505713.35,919.19
422456.98,4505706.85,919.69
422470.44,4505700.24,920.19
422484,4505693.56,920.69
422497.68,4505686.86,921.16
422511.51,4505680.1,921.53
422525.5,4505673.27,921.91
422539.65,4505666.37,922.23
422553.95,4505659.32,922.56
422568.24,4505651.76,922.46
422582.84,4505644.49,922.75
422597.75,4505637.55,923.4
422612.64,4505630.11,923.67
422627.59,4505622.5,923.96
422642.52,4505614.64,924.25
422657.38,4505606.45,924.52
422672.13,4505597.94,924.86
422686.76,4505589.07,925.15
422701.21,4505579.83,925.45
422715.43,4505570.16,925.75
422729.43,4505560.09,926.05
422743.2,4505549.67,926.33
422756.78,4505538.95,926.66
422770.15,4505527.96,927
422783.28,4505516.7,927.37
422796.3,4505505.3,927.51
422809.17,4505493.7,927.79
422821.98,4505482,928.12
422834.75,4505470.23,928.43
422847.43,4505458.33,928.85
422860.11,4505446.35,929.08
422872.75,4505434.24,929.25
422885.4,4505421.94,929.34
422898.05,4505409.48,929.4
422910.77,4505396.85,929.38
422923.55,4505384.01,929.3
422936.36,4505370.94,929.19
422949.26,4505357.68,928.96
422962.26,4505344.22,928.57
422975.32,4505330.45,928.22
422988.41,4505316.43,927.79
423001.47,4505302.09,927.48
423014.62,4505287.56,926.94
423027.89,4505272.8,926.36
423041.25,4505257.9,925.82
423054.69,4505242.97,925.35
423068.15,4505228.24,924.89
423081.71,4505213.82,924.52
423095.57,4505199.78,924.17
423109.71,4505186.12,923.86
423124.16,4505172.91,923.58
423138.96,4505160.19,923.33
423154.03,4505147.97,923.12
423169.33,4505136.23,922.97
423184.87,4505125.04,922.82
423200.58,4505114.37,922.71
423216.46,4505104.25,922.6
423232.46,4505094.6,922.51
423248.58,4505085.47,922.35
423264.87,4505076.88,921.97
423281.13,4505068.57,921.89
423297.3,4505060.44,921.77
423313.38,4505052.43,921.63
423329.39,4505044.53,921.49
423345.3,4505036.68,921.37
423361.04,4505028.84,921.45
423376.73,4505021.13,921.25
423392.34,4505013.48,921.05
423407.88,4505005.88,920.85
423423.37,4504998.3,920.6
423438.79,4504990.73,920.39
423454.18,4504983.19,920.01
423469.55,4504975.61,919.73
423484.94,4504968.05,919.48
423500.54,4504960.47,919.17
423516.47,4504952.75,918.86
423532.69,4504944.87,918.56
423549.23,4504936.91,918.25
423566.13,4504928.94,917.9
423583.37,4504920.98,917.59
423600.93,4504913.01,917.29
423618.81,4504905.12,916.72
423636.92,4504897.29,916.38
423655.19,4504889.52,916.23
423673.72,4504881.93,915.9
423692.31,4504874.53,915.54
423710.87,4504867.26,915.18
423729.44,4504860.15,914.83
423747.96,4504853.11,914.49
423766.36,4504845.95,914.11
423784.62,4504838.58,913.73
423802.8,4504831.2,913.41
423820.85,4504823.81,913.12
423838.8,4504816.43,912.89
423856.58,4504809.08,912.73
423874.3,4504801.68,912.63
423892.09,4504794.15,912.59
423909.89,4504786.44,912.52
423927.63,4504778.54,912.46
423945.26,4504770.46,912.43
423962.74,4504762.24,912.39
423980.11,4504753.92,912.34
423997.36,4504745.5,912.27
424014.51,4504737,912.24
424031.56,4504728.47,912.2
424048.55,4504719.92,912.16
424065.51,4504711.47,912.16
424082.43,4504703.14,912.18
424099.32,4504694.87,912.14
424116.21,4504686.74,912.08
424133.17,4504678.89,912.02
424150.26,4504671.42,911.98
424167.48,4504664.42,911.95
424184.93,4504657.93,911.89
424202.62,4504651.92,911.87
424220.53,4504646.32,911.79
424238.64,4504641.12,911.78
424256.88,4504636.24,911.69
424275.28,4504631.58,911.65
424293.78,4504627.02,911.55
424312.36,4504622.43,911.26
424330.9,4504617.65,911.22
424349.36,4504612.59,911.13
424367.67,4504607.12,911.11
424385.68,4504600.87,911.03
424403.33,4504593.79,911.31
424420.8,4504586.19,911.3
424437.97,4504578.05,911.28
424454.86,4504569.45,911.36
424471.42,4504560.43,911.44
424487.64,4504551.06,911.6
424503.67,4504541.59,911.77
424519.57,4504532.15,911.96
424535.41,4504522.75,912.16
424551.21,4504513.35,912.32
424566.96,4504503.9,912.55
424582.7,4504494.45,912.79
424598.47,4504484.97,913.03
424614.29,4504475.49,913.26
424630.17,4504466.01,913.48
424646.11,4504456.56,913.72
424662.14,4504447.17,913.96
